Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Poradie na hlasovacom lístku,Meno,Priezvisko,Počet platných hlasov,Podiel platných hlasov v %,Poznámka
8,Košický kraj,803,Michalovce,807,Michalovce,522872,Pavlovce nad Uhom,7,Ján,Kubiš,6,1.05,
8,Košický kraj,803,Michalovce,807,Michalovce,522872,Pavlovce nad Uhom,8,Igor,Matovič,49,8.64,
8,Košický kraj,803,Michalovce,807,Michalovce,522872,Pavlovce nad Uhom,9,Milan,Náhlik,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,522872,Pavlovce nad Uhom,10,Peter,Pellegrini,348,61.37,P
8,Košický kraj,803,Michalovce,807,Michalovce,522872,Pavlovce nad Uhom,11,Róbert,Švec,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,522881,Petrikovce,1,Andrej,Danko,1,1.58,X
8,Košický kraj,803,Michalovce,807,Michalovce,522881,Petrikovce,2,Patrik,Dubovský,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,522881,Petrikovce,3,Krisztián,Forró,3,4.76,
8,Košický kraj,803,Michalovce,807,Michalovce,522881,Petrikovce,4,Štefan,Harabin,6,9.52,
8,Košický kraj,803,Michalovce,807,Michalovce,522881,Petrikovce,5,Ivan,Korčok,14,22.22,P
8,Košický kraj,803,Michalovce,807,Michalovce,522881,Petrikovce,6,Marian,Kotleba,2,3.17,
8,Košický kraj,803,Michalovce,807,Michalovce,522881,Petrikovce,7,Ján,Kubiš,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,522881,Petrikovce,8,Igor,Matovič,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,522881,Petrikovce,9,Milan,Náhlik,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,522881,Petrikovce,10,Peter,Pellegrini,37,58.73,P
8,Košický kraj,803,Michalovce,807,Michalovce,522881,Petrikovce,11,Róbert,Švec,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,522902,Petrovce nad Laborcom,1,Andrej,Danko,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,522902,Petrovce nad Laborcom,2,Patrik,Dubovský,2,0.66,
8,Košický kraj,803,Michalovce,807,Michalovce,522902,Petrovce nad Laborcom,3,Krisztián,Forró,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,522902,Petrovce nad Laborcom,4,Štefan,Harabin,21,6.93,
8,Košický kraj,803,Michalovce,807,Michalovce,522902,Petrovce nad Laborcom,5,Ivan,Korčok,100,33,P
8,Košický kraj,803,Michalovce,807,Michalovce,522902,Petrovce nad Laborcom,6,Marian,Kotleba,1,0.33,
8,Košický kraj,803,Michalovce,807,Michalovce,522902,Petrovce nad Laborcom,7,Ján,Kubiš,7,2.31,
8,Košický kraj,803,Michalovce,807,Michalovce,522902,Petrovce nad Laborcom,8,Igor,Matovič,7,2.31,
8,Košický kraj,803,Michalovce,807,Michalovce,522902,Petrovce nad Laborcom,9,Milan,Náhlik,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,522902,Petrovce nad Laborcom,10,Peter,Pellegrini,165,54.45,P
8,Košický kraj,803,Michalovce,807,Michalovce,522902,Petrovce nad Laborcom,11,Róbert,Švec,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,522945,Poruba pod Vihorlatom,1,Andrej,Danko,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,522945,Poruba pod Vihorlatom,2,Patrik,Dubovský,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,522945,Poruba pod Vihorlatom,3,Krisztián,Forró,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,522945,Poruba pod Vihorlatom,4,Štefan,Harabin,34,12.5,
8,Košický kraj,803,Michalovce,807,Michalovce,522945,Poruba pod Vihorlatom,5,Ivan,Korčok,57,20.95,P
8,Košický kraj,803,Michalovce,807,Michalovce,522945,Poruba pod Vihorlatom,6,Marian,Kotleba,4,1.47,
8,Košický kraj,803,Michalovce,807,Michalovce,522945,Poruba pod Vihorlatom,7,Ján,Kubiš,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,522945,Poruba pod Vihorlatom,8,Igor,Matovič,2,0.73,
8,Košický kraj,803,Michalovce,807,Michalovce,522945,Poruba pod Vihorlatom,9,Milan,Náhlik,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,522945,Poruba pod Vihorlatom,10,Peter,Pellegrini,175,64.33,P
8,Košický kraj,803,Michalovce,807,Michalovce,522945,Poruba pod Vihorlatom,11,Róbert,Švec,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,522961,Pozdišovce,1,Andrej,Danko,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,522961,Pozdišovce,2,Patrik,Dubovský,1,0.19,
8,Košický kraj,803,Michalovce,807,Michalovce,522961,Pozdišovce,3,Krisztián,Forró,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,522961,Pozdišovce,4,Štefan,Harabin,56,11.15,
8,Košický kraj,803,Michalovce,807,Michalovce,522961,Pozdišovce,5,Ivan,Korčok,142,28.28,P
8,Košický kraj,803,Michalovce,807,Michalovce,522961,Pozdišovce,6,Marian,Kotleba,3,0.59,
8,Košický kraj,803,Michalovce,807,Michalovce,522961,Pozdišovce,7,Ján,Kubiš,14,2.78,
8,Košický kraj,803,Michalovce,807,Michalovce,522961,Pozdišovce,8,Igor,Matovič,9,1.79,
8,Košický kraj,803,Michalovce,807,Michalovce,522961,Pozdišovce,9,Milan,Náhlik,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,522961,Pozdišovce,10,Peter,Pellegrini,277,55.17,P
8,Košický kraj,803,Michalovce,807,Michalovce,522961,Pozdišovce,11,Róbert,Švec,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,528692,Ptrukša,1,Andrej,Danko,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,528692,Ptrukša,2,Patrik,Dubovský,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,528692,Ptrukša,3,Krisztián,Forró,87,56.86,
8,Košický kraj,803,Michalovce,807,Michalovce,528692,Ptrukša,4,Štefan,Harabin,3,1.96,
8,Košický kraj,803,Michalovce,807,Michalovce,528692,Ptrukša,5,Ivan,Korčok,5,3.26,P
8,Košický kraj,803,Michalovce,807,Michalovce,528692,Ptrukša,6,Marian,Kotleba,1,0.65,
8,Košický kraj,803,Michalovce,807,Michalovce,528692,Ptrukša,7,Ján,Kubiš,3,1.96,
8,Košický kraj,803,Michalovce,807,Michalovce,528692,Ptrukša,8,Igor,Matovič,8,5.22,
8,Košický kraj,803,Michalovce,807,Michalovce,528692,Ptrukša,9,Milan,Náhlik,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,528692,Ptrukša,10,Peter,Pellegrini,46,30.06,P
8,Košický kraj,803,Michalovce,807,Michalovce,528692,Ptrukša,11,Róbert,Švec,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,522988,Pusté Čemerné,1,Andrej,Danko,1,0.58,X
8,Košický kraj,803,Michalovce,807,Michalovce,522988,Pusté Čemerné,2,Patrik,Dubovský,3,1.76,
8,Košický kraj,803,Michalovce,807,Michalovce,522988,Pusté Čemerné,3,Krisztián,Forró,1,0.58,
8,Košický kraj,803,Michalovce,807,Michalovce,522988,Pusté Čemerné,4,Štefan,Harabin,22,12.94,
8,Košický kraj,803,Michalovce,807,Michalovce,522988,Pusté Čemerné,5,Ivan,Korčok,35,20.58,P
8,Košický kraj,803,Michalovce,807,Michalovce,522988,Pusté Čemerné,6,Marian,Kotleba,2,1.17,
8,Košický kraj,803,Michalovce,807,Michalovce,522988,Pusté Čemerné,7,Ján,Kubiš,6,3.52,
8,Košický kraj,803,Michalovce,807,Michalovce,522988,Pusté Čemerné,8,Igor,Matovič,1,0.58,
8,Košický kraj,803,Michalovce,807,Michalovce,522988,Pusté Čemerné,9,Milan,Náhlik,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,522988,Pusté Čemerné,10,Peter,Pellegrini,99,58.23,P
8,Košický kraj,803,Michalovce,807,Michalovce,522988,Pusté Čemerné,11,Róbert,Švec,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,522996,Rakovec nad Ondavou,1,Andrej,Danko,2,0.61,X
8,Košický kraj,803,Michalovce,807,Michalovce,522996,Rakovec nad Ondavou,2,Patrik,Dubovský,4,1.22,
8,Košický kraj,803,Michalovce,807,Michalovce,522996,Rakovec nad Ondavou,3,Krisztián,Forró,2,0.61,
8,Košický kraj,803,Michalovce,807,Michalovce,522996,Rakovec nad Ondavou,4,Štefan,Harabin,47,14.37,
8,Košický kraj,803,Michalovce,807,Michalovce,522996,Rakovec nad Ondavou,5,Ivan,Korčok,78,23.85,P
8,Košický kraj,803,Michalovce,807,Michalovce,522996,Rakovec nad Ondavou,6,Marian,Kotleba,6,1.83,
8,Košický kraj,803,Michalovce,807,Michalovce,522996,Rakovec nad Ondavou,7,Ján,Kubiš,5,1.52,
8,Košický kraj,803,Michalovce,807,Michalovce,522996,Rakovec nad Ondavou,8,Igor,Matovič,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,522996,Rakovec nad Ondavou,9,Milan,Náhlik,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,522996,Rakovec nad Ondavou,10,Peter,Pellegrini,182,55.65,P
8,Košický kraj,803,Michalovce,807,Michalovce,522996,Rakovec nad Ondavou,11,Róbert,Švec,1,0.3,X
8,Košický kraj,803,Michalovce,807,Michalovce,528714,Ruská,1,Andrej,Danko,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,528714,Ruská,2,Patrik,Dubovský,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,528714,Ruská,3,Krisztián,Forró,63,55.75,
8,Košický kraj,803,Michalovce,807,Michalovce,528714,Ruská,4,Štefan,Harabin,5,4.42,
8,Košický kraj,803,Michalovce,807,Michalovce,528714,Ruská,5,Ivan,Korčok,7,6.19,P
8,Košický kraj,803,Michalovce,807,Michalovce,528714,Ruská,6,Marian,Kotleba,3,2.65,
8,Košický kraj,803,Michalovce,807,Michalovce,528714,Ruská,7,Ján,Kubiš,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,528714,Ruská,8,Igor,Matovič,3,2.65,
8,Košický kraj,803,Michalovce,807,Michalovce,528714,Ruská,9,Milan,Náhlik,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,528714,Ruská,10,Peter,Pellegrini,32,28.31,P
8,Košický kraj,803,Michalovce,807,Michalovce,528714,Ruská,11,Róbert,Švec,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,523054,Senné,1,Andrej,Danko,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,523054,Senné,2,Patrik,Dubovský,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523054,Senné,3,Krisztián,Forró,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523054,Senné,4,Štefan,Harabin,15,8.1,
8,Košický kraj,803,Michalovce,807,Michalovce,523054,Senné,5,Ivan,Korčok,18,9.72,P
8,Košický kraj,803,Michalovce,807,Michalovce,523054,Senné,6,Marian,Kotleba,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523054,Senné,7,Ján,Kubiš,3,1.62,
8,Košický kraj,803,Michalovce,807,Michalovce,523054,Senné,8,Igor,Matovič,5,2.7,
8,Košický kraj,803,Michalovce,807,Michalovce,523054,Senné,9,Milan,Náhlik,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523054,Senné,10,Peter,Pellegrini,144,77.83,P
8,Košický kraj,803,Michalovce,807,Michalovce,523054,Senné,11,Róbert,Švec,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,523062,Slavkovce,1,Andrej,Danko,1,0.69,X
8,Košický kraj,803,Michalovce,807,Michalovce,523062,Slavkovce,2,Patrik,Dubovský,1,0.69,
8,Košický kraj,803,Michalovce,807,Michalovce,523062,Slavkovce,3,Krisztián,Forró,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523062,Slavkovce,4,Štefan,Harabin,20,13.98,
8,Košický kraj,803,Michalovce,807,Michalovce,523062,Slavkovce,5,Ivan,Korčok,41,28.67,P
8,Košický kraj,803,Michalovce,807,Michalovce,523062,Slavkovce,6,Marian,Kotleba,1,0.69,
8,Košický kraj,803,Michalovce,807,Michalovce,523062,Slavkovce,7,Ján,Kubiš,3,2.09,
8,Košický kraj,803,Michalovce,807,Michalovce,523062,Slavkovce,8,Igor,Matovič,18,12.58,
8,Košický kraj,803,Michalovce,807,Michalovce,523062,Slavkovce,9,Milan,Náhlik,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523062,Slavkovce,10,Peter,Pellegrini,58,40.55,P
8,Košický kraj,803,Michalovce,807,Michalovce,523062,Slavkovce,11,Róbert,Švec,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,523071,Sliepkovce,1,Andrej,Danko,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,523071,Sliepkovce,2,Patrik,Dubovský,4,1.92,
8,Košický kraj,803,Michalovce,807,Michalovce,523071,Sliepkovce,3,Krisztián,Forró,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523071,Sliepkovce,4,Štefan,Harabin,23,11.05,
8,Košický kraj,803,Michalovce,807,Michalovce,523071,Sliepkovce,5,Ivan,Korčok,60,28.84,P
8,Košický kraj,803,Michalovce,807,Michalovce,523071,Sliepkovce,6,Marian,Kotleba,1,0.48,
8,Košický kraj,803,Michalovce,807,Michalovce,523071,Sliepkovce,7,Ján,Kubiš,8,3.84,
8,Košický kraj,803,Michalovce,807,Michalovce,523071,Sliepkovce,8,Igor,Matovič,7,3.36,
8,Košický kraj,803,Michalovce,807,Michalovce,523071,Sliepkovce,9,Milan,Náhlik,1,0.48,
8,Košický kraj,803,Michalovce,807,Michalovce,523071,Sliepkovce,10,Peter,Pellegrini,104,50,P
8,Košický kraj,803,Michalovce,807,Michalovce,523071,Sliepkovce,11,Róbert,Švec,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,523097,Staré,1,Andrej,Danko,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,523097,Staré,2,Patrik,Dubovský,1,0.31,
8,Košický kraj,803,Michalovce,807,Michalovce,523097,Staré,3,Krisztián,Forró,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523097,Staré,4,Štefan,Harabin,34,10.72,
8,Košický kraj,803,Michalovce,807,Michalovce,523097,Staré,5,Ivan,Korčok,87,27.44,P
8,Košický kraj,803,Michalovce,807,Michalovce,523097,Staré,6,Marian,Kotleba,8,2.52,
8,Košický kraj,803,Michalovce,807,Michalovce,523097,Staré,7,Ján,Kubiš,4,1.26,
8,Košický kraj,803,Michalovce,807,Michalovce,523097,Staré,8,Igor,Matovič,5,1.57,
8,Košický kraj,803,Michalovce,807,Michalovce,523097,Staré,9,Milan,Náhlik,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523097,Staré,10,Peter,Pellegrini,178,56.15,P
8,Košický kraj,803,Michalovce,807,Michalovce,523097,Staré,11,Róbert,Švec,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,523101,Strážske,1,Andrej,Danko,1,0.06,X
8,Košický kraj,803,Michalovce,807,Michalovce,523101,Strážske,2,Patrik,Dubovský,10,0.67,
8,Košický kraj,803,Michalovce,807,Michalovce,523101,Strážske,3,Krisztián,Forró,1,0.06,
8,Košický kraj,803,Michalovce,807,Michalovce,523101,Strážske,4,Štefan,Harabin,225,15.24,
8,Košický kraj,803,Michalovce,807,Michalovce,523101,Strážske,5,Ivan,Korčok,420,28.45,P
8,Košický kraj,803,Michalovce,807,Michalovce,523101,Strážske,6,Marian,Kotleba,9,0.6,
8,Košický kraj,803,Michalovce,807,Michalovce,523101,Strážske,7,Ján,Kubiš,16,1.08,
8,Košický kraj,803,Michalovce,807,Michalovce,523101,Strážske,8,Igor,Matovič,39,2.64,
8,Košický kraj,803,Michalovce,807,Michalovce,523101,Strážske,9,Milan,Náhlik,3,0.2,
8,Košický kraj,803,Michalovce,807,Michalovce,523101,Strážske,10,Peter,Pellegrini,751,50.88,P
8,Košický kraj,803,Michalovce,807,Michalovce,523101,Strážske,11,Róbert,Švec,1,0.06,X
8,Košický kraj,803,Michalovce,807,Michalovce,523119,Stretava,1,Andrej,Danko,1,0.73,X
8,Košický kraj,803,Michalovce,807,Michalovce,523119,Stretava,2,Patrik,Dubovský,1,0.73,
8,Košický kraj,803,Michalovce,807,Michalovce,523119,Stretava,3,Krisztián,Forró,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523119,Stretava,4,Štefan,Harabin,20,14.7,
8,Košický kraj,803,Michalovce,807,Michalovce,523119,Stretava,5,Ivan,Korčok,37,27.2,P
8,Košický kraj,803,Michalovce,807,Michalovce,523119,Stretava,6,Marian,Kotleba,1,0.73,
8,Košický kraj,803,Michalovce,807,Michalovce,523119,Stretava,7,Ján,Kubiš,2,1.47,
8,Košický kraj,803,Michalovce,807,Michalovce,523119,Stretava,8,Igor,Matovič,4,2.94,
8,Košický kraj,803,Michalovce,807,Michalovce,523119,Stretava,9,Milan,Náhlik,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523119,Stretava,10,Peter,Pellegrini,70,51.47,P
8,Košický kraj,803,Michalovce,807,Michalovce,523119,Stretava,11,Róbert,Švec,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,523127,Stretavka,1,Andrej,Danko,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,523127,Stretavka,2,Patrik,Dubovský,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523127,Stretavka,3,Krisztián,Forró,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523127,Stretavka,4,Štefan,Harabin,15,21.42,
8,Košický kraj,803,Michalovce,807,Michalovce,523127,Stretavka,5,Ivan,Korčok,15,21.42,P
8,Košický kraj,803,Michalovce,807,Michalovce,523127,Stretavka,6,Marian,Kotleba,1,1.42,
8,Košický kraj,803,Michalovce,807,Michalovce,523127,Stretavka,7,Ján,Kubiš,5,7.14,
8,Košický kraj,803,Michalovce,807,Michalovce,523127,Stretavka,8,Igor,Matovič,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523127,Stretavka,9,Milan,Náhlik,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523127,Stretavka,10,Peter,Pellegrini,33,47.14,P
8,Košický kraj,803,Michalovce,807,Michalovce,523127,Stretavka,11,Róbert,Švec,1,1.42,X
8,Košický kraj,803,Michalovce,807,Michalovce,523135,Suché,1,Andrej,Danko,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,523135,Suché,2,Patrik,Dubovský,1,0.49,
8,Košický kraj,803,Michalovce,807,Michalovce,523135,Suché,3,Krisztián,Forró,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523135,Suché,4,Štefan,Harabin,40,19.6,
8,Košický kraj,803,Michalovce,807,Michalovce,523135,Suché,5,Ivan,Korčok,54,26.47,P
8,Košický kraj,803,Michalovce,807,Michalovce,523135,Suché,6,Marian,Kotleba,1,0.49,
8,Košický kraj,803,Michalovce,807,Michalovce,523135,Suché,7,Ján,Kubiš,1,0.49,
8,Košický kraj,803,Michalovce,807,Michalovce,523135,Suché,8,Igor,Matovič,1,0.49,
8,Košický kraj,803,Michalovce,807,Michalovce,523135,Suché,9,Milan,Náhlik,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523135,Suché,10,Peter,Pellegrini,106,51.96,P
8,Košický kraj,803,Michalovce,807,Michalovce,523135,Suché,11,Róbert,Švec,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,523151,Šamudovce,1,Andrej,Danko,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,523151,Šamudovce,2,Patrik,Dubovský,3,1.94,
8,Košický kraj,803,Michalovce,807,Michalovce,523151,Šamudovce,3,Krisztián,Forró,1,0.64,
8,Košický kraj,803,Michalovce,807,Michalovce,523151,Šamudovce,4,Štefan,Harabin,21,13.63,
8,Košický kraj,803,Michalovce,807,Michalovce,523151,Šamudovce,5,Ivan,Korčok,43,27.92,P
8,Košický kraj,803,Michalovce,807,Michalovce,523151,Šamudovce,6,Marian,Kotleba,1,0.64,
8,Košický kraj,803,Michalovce,807,Michalovce,523151,Šamudovce,7,Ján,Kubiš,3,1.94,
8,Košický kraj,803,Michalovce,807,Michalovce,523151,Šamudovce,8,Igor,Matovič,7,4.54,
8,Košický kraj,803,Michalovce,807,Michalovce,523151,Šamudovce,9,Milan,Náhlik,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523151,Šamudovce,10,Peter,Pellegrini,75,48.7,P
8,Košický kraj,803,Michalovce,807,Michalovce,523151,Šamudovce,11,Róbert,Švec,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,523186,Trhovište,1,Andrej,Danko,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,523186,Trhovište,2,Patrik,Dubovský,2,0.48,
8,Košický kraj,803,Michalovce,807,Michalovce,523186,Trhovište,3,Krisztián,Forró,1,0.24,
8,Košický kraj,803,Michalovce,807,Michalovce,523186,Trhovište,4,Štefan,Harabin,45,10.86,
8,Košický kraj,803,Michalovce,807,Michalovce,523186,Trhovište,5,Ivan,Korčok,60,14.49,P
8,Košický kraj,803,Michalovce,807,Michalovce,523186,Trhovište,6,Marian,Kotleba,1,0.24,
8,Košický kraj,803,Michalovce,807,Michalovce,523186,Trhovište,7,Ján,Kubiš,8,1.93,
8,Košický kraj,803,Michalovce,807,Michalovce,523186,Trhovište,8,Igor,Matovič,2,0.48,
8,Košický kraj,803,Michalovce,807,Michalovce,523186,Trhovište,9,Milan,Náhlik,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523186,Trhovište,10,Peter,Pellegrini,294,71.01,P
8,Košický kraj,803,Michalovce,807,Michalovce,523186,Trhovište,11,Róbert,Švec,1,0.24,X
8,Košický kraj,803,Michalovce,807,Michalovce,523194,Trnava pri Laborci,1,Andrej,Danko,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,523194,Trnava pri Laborci,2,Patrik,Dubovský,2,0.69,
8,Košický kraj,803,Michalovce,807,Michalovce,523194,Trnava pri Laborci,3,Krisztián,Forró,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523194,Trnava pri Laborci,4,Štefan,Harabin,44,15.38,
8,Košický kraj,803,Michalovce,807,Michalovce,523194,Trnava pri Laborci,5,Ivan,Korčok,76,26.57,P
8,Košický kraj,803,Michalovce,807,Michalovce,523194,Trnava pri Laborci,6,Marian,Kotleba,3,1.04,
8,Košický kraj,803,Michalovce,807,Michalovce,523194,Trnava pri Laborci,7,Ján,Kubiš,10,3.49,
8,Košický kraj,803,Michalovce,807,Michalovce,523194,Trnava pri Laborci,8,Igor,Matovič,4,1.39,
8,Košický kraj,803,Michalovce,807,Michalovce,523194,Trnava pri Laborci,9,Milan,Náhlik,1,0.34,
8,Košický kraj,803,Michalovce,807,Michalovce,523194,Trnava pri Laborci,10,Peter,Pellegrini,146,51.04,P
8,Košický kraj,803,Michalovce,807,Michalovce,523194,Trnava pri Laborci,11,Róbert,Švec,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,523208,Tušice,1,Andrej,Danko,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,523208,Tušice,2,Patrik,Dubovský,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523208,Tušice,3,Krisztián,Forró,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523208,Tušice,4,Štefan,Harabin,35,13.25,
8,Košický kraj,803,Michalovce,807,Michalovce,523208,Tušice,5,Ivan,Korčok,49,18.56,P
8,Košický kraj,803,Michalovce,807,Michalovce,523208,Tušice,6,Marian,Kotleba,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523208,Tušice,7,Ján,Kubiš,6,2.27,
8,Košický kraj,803,Michalovce,807,Michalovce,523208,Tušice,8,Igor,Matovič,3,1.13,
8,Košický kraj,803,Michalovce,807,Michalovce,523208,Tušice,9,Milan,Náhlik,1,0.37,
8,Košický kraj,803,Michalovce,807,Michalovce,523208,Tušice,10,Peter,Pellegrini,170,64.39,P
8,Košický kraj,803,Michalovce,807,Michalovce,523208,Tušice,11,Róbert,Švec,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,523216,Tušická Nová Ves,1,Andrej,Danko,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,523216,Tušická Nová Ves,2,Patrik,Dubovský,1,0.42,
8,Košický kraj,803,Michalovce,807,Michalovce,523216,Tušická Nová Ves,3,Krisztián,Forró,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523216,Tušická Nová Ves,4,Štefan,Harabin,23,9.7,
8,Košický kraj,803,Michalovce,807,Michalovce,523216,Tušická Nová Ves,5,Ivan,Korčok,56,23.62,P
8,Košický kraj,803,Michalovce,807,Michalovce,523216,Tušická Nová Ves,6,Marian,Kotleba,2,0.84,
8,Košický kraj,803,Michalovce,807,Michalovce,523216,Tušická Nová Ves,7,Ján,Kubiš,2,0.84,
8,Košický kraj,803,Michalovce,807,Michalovce,523216,Tušická Nová Ves,8,Igor,Matovič,6,2.53,
8,Košický kraj,803,Michalovce,807,Michalovce,523216,Tušická Nová Ves,9,Milan,Náhlik,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,523216,Tušická Nová Ves,10,Peter,Pellegrini,147,62.02,P
8,Košický kraj,803,Michalovce,807,Michalovce,523216,Tušická Nová Ves,11,Róbert,Švec,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,543853,Veľké Kapušany,1,Andrej,Danko,1,0.05,X
8,Košický kraj,803,Michalovce,807,Michalovce,543853,Veľké Kapušany,2,Patrik,Dubovský,3,0.15,
8,Košický kraj,803,Michalovce,807,Michalovce,543853,Veľké Kapušany,3,Krisztián,Forró,435,23.11,
8,Košický kraj,803,Michalovce,807,Michalovce,543853,Veľké Kapušany,4,Štefan,Harabin,151,8.02,
8,Košický kraj,803,Michalovce,807,Michalovce,543853,Veľké Kapušany,5,Ivan,Korčok,416,22.1,P
8,Košický kraj,803,Michalovce,807,Michalovce,543853,Veľké Kapušany,6,Marian,Kotleba,20,1.06,
8,Košický kraj,803,Michalovce,807,Michalovce,543853,Veľké Kapušany,7,Ján,Kubiš,22,1.16,
8,Košický kraj,803,Michalovce,807,Michalovce,543853,Veľké Kapušany,8,Igor,Matovič,72,3.82,
8,Košický kraj,803,Michalovce,807,Michalovce,543853,Veľké Kapušany,9,Milan,Náhlik,3,0.15,
8,Košický kraj,803,Michalovce,807,Michalovce,543853,Veľké Kapušany,10,Peter,Pellegrini,757,40.22,P
8,Košický kraj,803,Michalovce,807,Michalovce,543853,Veľké Kapušany,11,Róbert,Švec,2,0.1,X
8,Košický kraj,803,Michalovce,807,Michalovce,543870,Veľké Raškovce,1,Andrej,Danko,0,0,X
8,Košický kraj,803,Michalovce,807,Michalovce,543870,Veľké Raškovce,2,Patrik,Dubovský,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,543870,Veľké Raškovce,3,Krisztián,Forró,32,39.02,
8,Košický kraj,803,Michalovce,807,Michalovce,543870,Veľké Raškovce,4,Štefan,Harabin,5,6.09,
8,Košický kraj,803,Michalovce,807,Michalovce,543870,Veľké Raškovce,5,Ivan,Korčok,15,18.29,P
8,Košický kraj,803,Michalovce,807,Michalovce,543870,Veľké Raškovce,6,Marian,Kotleba,0,0,
8,Košický kraj,803,Michalovce,807,Michalovce,543870,Veľké Raškovce,7,Ján,Kubiš,0,0,
