IDN4,obec,IDN2,nationality_majority,SK-2021-rate,HU-2021-rate,RMY-2021-rate,RUE-2021-rate,obec_code,Danko,Dubovský,Forró,Harabin,Korčok,Kotleba,Kubiš,Matovič,Náhlik,Pellegrini,Švec,voted,voters,turnout
518824,Stožok,6,SK,96.7%,0.1%,0.1%,0.1%,518824.0,1.0,0.0,1.0,98.0,180.0,2.0,12.0,3.0,2.0,258.0,0.0,557.0,898.0,62.03
518832,Sudince,6,SK,100.0%,0.0%,0.0%,0.0%,518832.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,3.0,0.0,24.0,0.0,33.0,62.0,53.23
518841,Súdovce,6,SK,92.8%,0.5%,2.4%,0.0%,518841.0,0.0,1.0,0.0,17.0,8.0,0.0,0.0,1.0,0.0,33.0,0.0,60.0,171.0,35.09
518867,Terany,6,SK,94.7%,0.5%,0.2%,0.0%,518867.0,0.0,4.0,1.0,29.0,51.0,5.0,3.0,6.0,0.0,147.0,0.0,246.0,476.0,51.68
518875,Tŕnie,6,SK,96.3%,0.5%,0.0%,0.5%,518875.0,0.0,6.0,0.0,29.0,86.0,3.0,10.0,9.0,0.0,56.0,0.0,199.0,331.0,60.12
518883,Trpín,6,SK,94.4%,0.0%,0.0%,0.0%,518883.0,0.0,0.0,0.0,14.0,26.0,0.0,0.0,0.0,0.0,22.0,0.0,62.0,93.0,66.67
518891,Turová,6,SK,98.4%,0.0%,0.2%,0.0%,518891.0,0.0,1.0,0.0,26.0,90.0,2.0,12.0,3.0,0.0,99.0,0.0,233.0,361.0,64.54
518905,Uňatín,6,SK,94.9%,0.0%,0.0%,0.0%,518905.0,0.0,1.0,0.0,21.0,29.0,2.0,3.0,0.0,0.0,41.0,0.0,97.0,148.0,65.54
518913,Sverepec,3,SK,96.2%,0.0%,0.0%,0.0%,518913.0,0.0,7.0,1.0,95.0,222.0,6.0,21.0,9.0,0.0,295.0,0.0,656.0,1076.0,60.97
518921,Vígľaš,6,SK,94.4%,0.1%,1.6%,0.0%,518921.0,4.0,1.0,0.0,100.0,200.0,7.0,21.0,15.0,0.0,355.0,0.0,703.0,1249.0,56.29
518930,Vígľašská Huta-Kalinka,6,SK,95.0%,0.0%,0.0%,0.0%,518930.0,0.0,0.0,0.0,18.0,54.0,2.0,9.0,2.0,0.0,86.0,0.0,171.0,289.0,59.17
518956,Zemiansky Vrbovok,6,SK,96.2%,0.0%,0.0%,0.0%,518956.0,0.0,0.0,0.0,7.0,13.0,6.0,0.0,0.0,0.0,23.0,0.0,49.0,72.0,68.06
518964,Vaniškovce,7,SK,99.4%,0.0%,0.3%,0.0%,518964.0,0.0,4.0,0.0,18.0,71.0,1.0,9.0,17.0,0.0,70.0,0.0,190.0,316.0,60.13
518972,Zvolenská Slatina,6,SK,93.4%,0.1%,0.5%,0.0%,518972.0,0.0,5.0,1.0,137.0,504.0,8.0,33.0,19.0,3.0,528.0,4.0,1242.0,2247.0,55.27
518981,Železná Breznica,6,SK,98.6%,0.0%,0.0%,0.0%,518981.0,1.0,3.0,0.0,25.0,93.0,0.0,3.0,0.0,0.0,123.0,1.0,249.0,426.0,58.45
518999,Žibritov,6,SK,91.8%,1.4%,0.0%,0.0%,518999.0,0.0,1.0,0.0,5.0,31.0,0.0,1.0,0.0,0.0,13.0,0.0,51.0,82.0,62.2
519006,Bardejov,7,SK,87.7%,0.1%,1.5%,2.3%,519006.0,4.0,124.0,18.0,1541.0,5213.0,64.0,295.0,331.0,14.0,4715.0,3.0,12322.0,24392.0,50.52
519014,Abrahámovce (BJ),7,SK,98.5%,0.3%,0.0%,0.0%,519014.0,0.0,0.0,0.0,23.0,41.0,0.0,2.0,4.0,0.0,66.0,0.0,136.0,267.0,50.94
519022,Andrejová,7,SK,85.1%,0.3%,3.1%,6.9%,519022.0,0.0,2.0,0.0,20.0,38.0,0.0,3.0,1.0,0.0,57.0,0.0,121.0,282.0,42.91
519049,Bartošovce,7,SK,98.2%,0.0%,0.0%,0.1%,519049.0,0.0,1.0,0.0,50.0,143.0,2.0,8.0,12.0,1.0,132.0,0.0,349.0,565.0,61.77
519057,Becherov - Бехерів,7,SK,56.4%,0.0%,4.6%,32.9%,519057.0,0.0,2.0,0.0,20.0,44.0,0.0,7.0,3.0,0.0,53.0,0.0,129.0,245.0,52.65
519065,Beloveža,7,SK,87.1%,0.1%,0.0%,10.8%,519065.0,0.0,0.0,3.0,41.0,80.0,3.0,6.0,3.0,0.0,200.0,0.0,336.0,616.0,54.55
519073,Bogliarka,7,SK,79.6%,1.0%,0.0%,15.5%,519073.0,0.0,0.0,0.0,10.0,8.0,0.0,4.0,1.0,0.0,36.0,0.0,59.0,90.0,65.56
519081,Brezov,7,SK,95.7%,0.0%,0.0%,0.0%,519081.0,0.0,1.0,0.0,23.0,59.0,0.0,7.0,12.0,0.0,74.0,0.0,176.0,300.0,58.67
519090,Brezovka,7,SK,93.3%,0.0%,0.0%,0.0%,519090.0,0.0,1.0,0.0,3.0,26.0,0.0,2.0,3.0,0.0,28.0,0.0,63.0,98.0,64.29
519103,Buclovany,7,SK,98.1%,0.0%,0.0%,0.0%,519103.0,0.0,0.0,0.0,20.0,22.0,0.0,3.0,1.0,0.0,65.0,0.0,111.0,169.0,65.68
519111,Cigeľka,7,SK,94.9%,0.0%,2.0%,1.4%,519111.0,0.0,0.0,0.0,12.0,6.0,4.0,1.0,9.0,0.0,23.0,0.0,55.0,363.0,15.15
519138,Dubinné,7,SK,98.5%,0.0%,0.0%,0.3%,519138.0,0.0,0.0,0.0,23.0,66.0,2.0,1.0,6.0,0.0,77.0,0.0,175.0,269.0,65.06
519154,Frička,7,SK,73.3%,0.0%,14.2%,9.4%,519154.0,0.0,2.0,0.0,24.0,9.0,0.0,1.0,4.0,0.0,22.0,0.0,62.0,219.0,28.31
519162,Fričkovce,7,SK,94.4%,0.0%,0.0%,0.3%,519162.0,2.0,6.0,0.0,35.0,113.0,0.0,11.0,5.0,0.0,154.0,0.0,326.0,575.0,56.7
519171,Gaboltov,7,SK,95.3%,0.0%,0.4%,1.2%,519171.0,1.0,7.0,0.0,39.0,107.0,0.0,9.0,9.0,1.0,71.0,0.0,244.0,401.0,60.85
519189,Gerlachov (BJ),7,SK,86.0%,0.1%,3.7%,8.4%,519189.0,0.0,2.0,0.0,48.0,70.0,0.0,1.0,7.0,0.0,225.0,0.0,353.0,787.0,44.85
519197,Giraltovce,7,SK,86.8%,0.1%,2.0%,0.3%,519197.0,0.0,16.0,0.0,179.0,386.0,4.0,22.0,89.0,2.0,615.0,1.0,1314.0,3161.0,41.57
519201,Hankovce (BJ),7,SK,99.1%,0.0%,0.0%,0.0%,519201.0,0.0,1.0,0.0,32.0,49.0,0.0,3.0,2.0,0.0,112.0,0.0,199.0,346.0,57.51
519219,Harhaj,7,SK,97.3%,0.8%,0.0%,0.4%,519219.0,0.0,0.0,1.0,13.0,48.0,0.0,0.0,5.0,0.0,40.0,0.0,107.0,202.0,52.97
519227,Hažlín,7,SK,96.1%,0.0%,0.0%,0.7%,519227.0,1.0,1.0,0.0,84.0,96.0,1.0,5.0,5.0,0.0,310.0,0.0,503.0,892.0,56.39
519235,Hertník,7,SK,99.1%,0.0%,0.2%,0.1%,519235.0,1.0,15.0,1.0,76.0,149.0,1.0,19.0,13.0,1.0,177.0,1.0,454.0,801.0,56.68
519243,Hervartov,7,SK,99.2%,0.0%,0.0%,0.6%,519243.0,0.0,4.0,0.0,46.0,63.0,1.0,7.0,3.0,0.0,97.0,1.0,222.0,402.0,55.22
519251,Hrabovec,7,SK,96.1%,0.0%,0.0%,1.4%,519251.0,0.0,5.0,0.0,32.0,89.0,2.0,3.0,1.0,1.0,118.0,0.0,251.0,395.0,63.54
519260,Hrabské,7,SK,88.2%,0.0%,5.1%,2.5%,519260.0,1.0,2.0,1.0,29.0,29.0,0.0,2.0,6.0,1.0,92.0,0.0,163.0,436.0,37.39
519278,Hutka,7,SK,77.1%,0.0%,3.1%,16.7%,519278.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,35.0,0.0,50.0,83.0,60.24
519286,Chmeľová - Хмелёва,7,SK,64.2%,0.0%,0.0%,30.4%,519286.0,0.0,2.0,1.0,44.0,62.0,1.0,6.0,3.0,0.0,90.0,0.0,209.0,306.0,68.3
519294,Janovce,7,SK,97.6%,0.0%,0.0%,0.0%,519294.0,0.0,0.0,0.0,14.0,90.0,2.0,3.0,4.0,1.0,74.0,0.0,188.0,356.0,52.81
519308,Jedlinka - Ялинкы,7,SK,73.8%,0.0%,0.0%,22.5%,519308.0,0.0,0.0,0.0,9.0,10.0,0.0,1.0,1.0,0.0,27.0,0.0,48.0,74.0,64.86
519316,Kalnište,7,SK,99.8%,0.0%,0.0%,0.0%,519316.0,0.0,1.0,1.0,31.0,65.0,1.0,3.0,4.0,0.0,113.0,0.0,219.0,407.0,53.81
519324,Kľušov,7,SK,95.2%,0.0%,0.0%,0.5%,519324.0,0.0,16.0,0.0,44.0,230.0,1.0,18.0,22.0,1.0,151.0,0.0,483.0,863.0,55.97
519332,Kobylnice,7,SK,94.4%,0.0%,0.0%,2.2%,519332.0,0.0,1.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,33.0,0.0,53.0,78.0,67.95
519341,Kobyly,7,SK,99.1%,0.0%,0.0%,0.1%,519341.0,0.0,13.0,0.0,51.0,162.0,2.0,11.0,14.0,1.0,124.0,0.0,378.0,697.0,54.23
519359,Kochanovce (BJ),7,SK,100.0%,0.0%,0.0%,0.0%,519359.0,0.0,0.0,0.0,19.0,41.0,2.0,1.0,5.0,0.0,43.0,0.0,111.0,198.0,56.06
519367,Komárov,7,SK,97.8%,0.0%,0.2%,0.0%,519367.0,0.0,1.0,0.0,23.0,90.0,0.0,4.0,9.0,0.0,73.0,0.0,200.0,364.0,54.95
519375,Koprivnica,7,SK,98.5%,0.2%,0.0%,0.2%,519375.0,0.0,2.0,0.0,44.0,108.0,1.0,3.0,7.0,0.0,99.0,0.0,264.0,527.0,50.09
519383,Kožany,7,SK,76.9%,0.0%,1.9%,1.0%,519383.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,23.0,0.0,37.0,87.0,42.53
519391,Kračúnovce,7,SK,98.9%,0.1%,0.0%,0.2%,519391.0,0.0,3.0,0.0,82.0,232.0,1.0,8.0,18.0,2.0,222.0,0.0,568.0,980.0,57.96
519405,Krivé,7,SK,97.2%,0.0%,0.0%,1.9%,519405.0,0.0,1.0,0.0,10.0,15.0,0.0,2.0,2.0,1.0,66.0,0.0,97.0,170.0,57.06
519413,Kríže,7,SK,95.3%,0.0%,0.0%,3.1%,519413.0,0.0,0.0,0.0,14.0,8.0,0.0,1.0,0.0,0.0,20.0,0.0,43.0,70.0,61.43
519421,Kružlov,7,SK,91.2%,0.0%,0.5%,5.7%,519421.0,1.0,1.0,3.0,65.0,87.0,0.0,10.0,3.0,2.0,223.0,0.0,395.0,784.0,50.38
519430,Kučín (BJ),7,SK,96.9%,0.0%,0.0%,0.0%,519430.0,0.0,0.0,0.0,18.0,47.0,0.0,6.0,6.0,0.0,76.0,0.0,153.0,267.0,57.3
519448,Kuková,7,SK,95.3%,0.0%,0.1%,0.4%,519448.0,2.0,1.0,0.0,27.0,121.0,1.0,5.0,4.0,0.0,138.0,0.0,299.0,580.0,51.55
519456,Kurima,7,SK,96.2%,0.1%,0.8%,0.3%,519456.0,0.0,7.0,0.0,74.0,151.0,2.0,13.0,21.0,2.0,141.0,0.0,411.0,849.0,48.41
519464,Kurov,7,SK,90.4%,0.0%,0.4%,6.8%,519464.0,7.0,2.0,0.0,48.0,38.0,2.0,8.0,58.0,1.0,132.0,0.0,296.0,473.0,62.58
519472,Lascov,7,SK,97.1%,0.0%,0.2%,0.0%,519472.0,0.0,1.0,0.0,17.0,42.0,2.0,2.0,19.0,0.0,99.0,0.0,182.0,434.0,41.94
519481,Lenartov,7,SK,91.7%,0.0%,4.8%,0.3%,519481.0,1.0,1.0,0.0,19.0,57.0,1.0,4.0,188.0,2.0,102.0,1.0,376.0,759.0,49.54
519499,Lipová (BJ),7,SK,95.7%,0.0%,0.0%,1.4%,519499.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,5.0,0.0,22.0,0.0,40.0,73.0,54.79
519502,Livov,7,SK,93.5%,0.0%,0.0%,3.2%,519502.0,1.0,1.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,24.0,0.0,38.0,66.0,57.58
519511,Livovská Huta,7,SK,84.4%,0.0%,0.0%,13.3%,519511.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,0.0,29.0,45.0,64.44
519529,Lopúchov,7,SK,98.7%,0.0%,0.0%,0.0%,519529.0,1.0,1.0,0.0,19.0,43.0,0.0,6.0,2.0,0.0,74.0,0.0,146.0,246.0,59.35
519537,Lúčka (SK),7,SK,97.7%,0.2%,1.0%,0.0%,519537.0,0.0,2.0,3.0,28.0,77.0,0.0,5.0,6.0,0.0,75.0,0.0,196.0,408.0,48.04
519545,Lukavica (BJ),7,SK,99.5%,0.0%,0.0%,0.0%,519545.0,1.0,0.0,0.0,28.0,34.0,1.0,0.0,3.0,0.0,116.0,0.0,183.0,299.0,61.2
519553,Lukov,7,SK,92.3%,0.0%,3.1%,2.6%,519553.0,0.0,2.0,0.0,36.0,28.0,2.0,1.0,24.0,0.0,128.0,0.0,221.0,448.0,49.33
519561,Lužany pri Topli,7,SK,99.2%,0.0%,0.0%,0.0%,519561.0,0.0,0.0,0.0,12.0,50.0,0.0,1.0,0.0,0.0,49.0,0.0,112.0,198.0,56.57
519570,Malcov,7,SK,96.4%,0.0%,1.1%,0.4%,519570.0,0.0,5.0,1.0,61.0,156.0,6.0,12.0,8.0,0.0,291.0,0.0,540.0,1177.0,45.88
519588,Marhaň,7,SK,94.3%,0.1%,0.7%,0.2%,519588.0,1.0,0.0,0.0,49.0,87.0,9.0,8.0,19.0,1.0,129.0,0.0,303.0,709.0,42.74
519596,Mičakovce,7,SK,99.2%,0.0%,0.0%,0.0%,519596.0,0.0,0.0,0.0,19.0,5.0,2.0,0.0,0.0,0.0,36.0,0.0,62.0,104.0,59.62
519600,Mikulášová - Никлёва,7,SK,73.0%,0.0%,0.0%,23.8%,519600.0,0.0,0.0,0.0,18.0,8.0,0.0,1.0,1.0,0.0,44.0,0.0,72.0,126.0,57.14
519618,Mokroluh,7,SK,97.8%,0.0%,0.0%,0.3%,519618.0,0.0,2.0,0.0,32.0,185.0,2.0,12.0,12.0,0.0,119.0,0.0,364.0,606.0,60.07
519626,Nemcovce (BJ),7,SK,99.6%,0.0%,0.0%,0.0%,519626.0,0.0,0.0,0.0,30.0,49.0,1.0,1.0,5.0,0.0,55.0,0.0,141.0,209.0,67.46
519634,Nižná Polianka,7,SK,78.3%,0.0%,0.0%,19.0%,519634.0,0.0,1.0,1.0,14.0,34.0,1.0,4.0,3.0,0.0,65.0,0.0,123.0,196.0,62.76
519642,Nižná Voľa,7,SK,96.4%,0.0%,0.0%,0.7%,519642.0,0.0,1.0,0.0,15.0,26.0,1.0,3.0,0.0,0.0,72.0,0.0,118.0,219.0,53.88
519669,Nižný Tvarožec,7,SK,86.8%,0.0%,0.7%,7.1%,519669.0,1.0,0.0,0.0,18.0,39.0,1.0,2.0,34.0,0.0,72.0,0.0,167.0,368.0,45.38
519677,Oľšavce,7,SK,97.6%,0.0%,0.0%,0.0%,519677.0,0.0,1.0,0.0,14.0,13.0,2.0,1.0,1.0,0.0,44.0,0.0,76.0,140.0,54.29
519685,Ondavka - Ондавка,7,XU,33.3%,0.0%,0.0%,66.7%,519685.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,18.0,19.0,94.74
519693,Ortuťová,7,SK,83.9%,0.5%,2.6%,11.5%,519693.0,0.0,1.0,0.0,14.0,25.0,0.0,1.0,0.0,1.0,42.0,0.0,84.0,156.0,53.85
519707,Osikov,7,SK,99.7%,0.0%,0.0%,0.1%,519707.0,1.0,8.0,0.0,61.0,193.0,0.0,14.0,11.0,1.0,176.0,2.0,467.0,788.0,59.26
519715,Petrová,7,SK,90.3%,0.0%,2.8%,4.5%,519715.0,1.0,0.0,0.0,23.0,16.0,2.0,1.0,12.0,0.0,38.0,0.0,93.0,574.0,16.2
519723,Poliakovce,7,SK,96.3%,0.0%,0.0%,0.3%,519723.0,0.0,0.0,0.0,25.0,69.0,2.0,1.0,5.0,0.0,56.0,0.0,158.0,299.0,52.84
519731,Porúbka (BJ),7,SK,96.4%,0.4%,0.0%,0.0%,519731.0,0.0,1.0,0.0,15.0,41.0,0.0,2.0,6.0,0.0,38.0,0.0,103.0,174.0,59.2
519740,Regetovka,7,SK,93.5%,0.0%,0.0%,0.0%,519740.0,0.0,0.0,1.0,2.0,18.0,1.0,0.0,0.0,0.0,14.0,0.0,36.0,59.0,61.02
519758,Rešov,7,SK,93.4%,0.0%,0.0%,3.3%,519758.0,0.0,0.0,0.0,23.0,37.0,0.0,10.0,7.0,0.0,58.0,0.0,135.0,253.0,53.36
519766,Richvald,7,SK,97.8%,0.0%,0.2%,0.1%,519766.0,0.0,2.0,0.0,47.0,108.0,2.0,11.0,3.0,2.0,255.0,0.0,430.0,804.0,53.48
519774,Rokytov,7,SK,93.3%,0.0%,4.5%,0.4%,519774.0,0.0,0.0,0.0,26.0,83.0,0.0,1.0,4.0,1.0,81.0,1.0,197.0,442.0,44.57
519782,Smilno,7,SK,97.3%,0.0%,0.0%,1.3%,519782.0,0.0,4.0,0.0,61.0,120.0,0.0,12.0,4.0,1.0,131.0,0.0,333.0,567.0,58.73
519791,Snakov,7,SK,80.0%,0.0%,12.6%,5.0%,519791.0,0.0,0.0,0.0,21.0,31.0,1.0,2.0,6.0,0.0,118.0,0.0,179.0,476.0,37.61
519804,Stebnícka Huta,7,SK,95.6%,0.0%,0.0%,0.5%,519804.0,0.0,0.0,0.0,10.0,14.0,0.0,4.0,2.0,0.0,62.0,0.0,92.0,181.0,50.83
519812,Stebník,7,SK,88.5%,0.0%,0.0%,9.2%,519812.0,0.0,1.0,0.0,20.0,43.0,0.0,7.0,4.0,0.0,88.0,1.0,164.0,247.0,66.4
519821,Stuľany,7,SK,99.5%,0.0%,0.0%,0.0%,519821.0,0.0,3.0,0.0,40.0,66.0,1.0,4.0,13.0,0.0,71.0,0.0,198.0,439.0,45.1
519839,Sveržov,7,SK,99.0%,0.0%,0.6%,0.0%,519839.0,0.0,5.0,0.0,22.0,113.0,1.0,6.0,12.0,1.0,112.0,0.0,272.0,477.0,57.02
519847,Šarišské Čierne,7,SK,77.0%,0.0%,2.7%,18.3%,519847.0,0.0,1.0,0.0,33.0,17.0,0.0,3.0,1.0,0.0,69.0,0.0,124.0,250.0,49.6
519855,Šašová,7,SK,87.8%,0.0%,10.4%,1.2%,519855.0,0.0,1.0,0.0,10.0,23.0,0.0,2.0,0.0,0.0,24.0,0.0,60.0,122.0,49.18
519863,Šiba,7,SK,98.6%,0.0%,0.0%,0.5%,519863.0,0.0,6.0,0.0,42.0,73.0,2.0,4.0,3.0,0.0,108.0,0.0,238.0,459.0,51.85
519871,Tarnov,7,SK,96.0%,0.0%,0.0%,1.0%,519871.0,0.0,1.0,0.0,18.0,81.0,5.0,2.0,7.0,0.0,79.0,0.0,193.0,308.0,62.66
519880,Tročany,7,SK,97.9%,0.0%,0.0%,0.0%,519880.0,0.0,0.0,0.0,8.0,80.0,1.0,1.0,4.0,0.0,51.0,0.0,145.0,233.0,62.23
519901,Varadka,7,XR,34.3%,0.0%,52.4%,8.5%,519901.0,0.0,0.0,0.0,9.0,9.0,0.0,1.0,2.0,0.0,23.0,0.0,44.0,170.0,25.88
519910,Vyšná Polianka - Вышня Полянка,7,XU,48.6%,0.0%,0.9%,50.5%,519910.0,0.0,0.0,0.0,10.0,21.0,0.0,0.0,0.0,0.0,31.0,0.0,62.0,104.0,59.62
519928,Vyšná Voľa,7,SK,99.7%,0.0%,0.0%,0.0%,519928.0,0.0,1.0,0.0,25.0,65.0,0.0,4.0,1.0,0.0,94.0,0.0,190.0,323.0,58.82
519936,Raslavice,7,SK,97.6%,0.0%,1.4%,0.1%,519936.0,2.0,26.0,1.0,109.0,492.0,6.0,33.0,40.0,0.0,352.0,0.0,1061.0,2095.0,50.64
519944,Vyšný Kručov,7,SK,99.3%,0.0%,0.0%,0.0%,519944.0,0.0,0.0,0.0,9.0,9.0,0.0,3.0,1.0,0.0,60.0,0.0,82.0,120.0,68.33
519952,Vyšný Tvarožec - Вышнїй Тварожець,7,SK,70.2%,0.0%,0.0%,27.3%,519952.0,0.0,0.0,0.0,15.0,14.0,0.0,0.0,2.0,0.0,47.0,0.0,78.0,104.0,75.0
519961,Zborov,7,SK,90.5%,0.1%,5.9%,0.3%,519961.0,0.0,10.0,3.0,88.0,269.0,5.0,14.0,51.0,1.0,283.0,0.0,724.0,2441.0,29.66
519979,Zlaté,7,SK,98.7%,0.1%,0.0%,0.1%,519979.0,0.0,1.0,0.0,40.0,135.0,1.0,15.0,7.0,1.0,151.0,0.0,351.0,618.0,56.8
519987,Železník,7,SK,98.9%,0.0%,0.0%,0.2%,519987.0,0.0,4.0,0.0,26.0,57.0,3.0,5.0,3.0,0.0,123.0,0.0,221.0,373.0,59.25
519995,Želmanovce,7,SK,98.5%,0.3%,0.0%,0.0%,519995.0,1.0,0.0,0.0,24.0,45.0,3.0,4.0,2.0,0.0,74.0,0.0,153.0,260.0,58.85
520004,Humenné,7,SK,84.5%,0.1%,0.5%,4.3%,520004.0,8.0,71.0,4.0,1644.0,3763.0,54.0,228.0,302.0,26.0,4959.0,6.0,11065.0,24962.0,44.33
520012,Adidovce,7,SK,95.2%,0.0%,0.0%,0.0%,520012.0,0.0,1.0,0.0,11.0,23.0,2.0,1.0,2.0,0.0,58.0,0.0,98.0,173.0,56.65
520021,Baškovce (HE),7,SK,99.0%,0.0%,0.0%,0.2%,520021.0,0.0,1.0,0.0,21.0,43.0,0.0,3.0,6.0,0.0,122.0,0.0,196.0,315.0,62.22
520039,Belá nad Cirochou,7,SK,97.3%,0.0%,0.1%,0.4%,520039.0,3.0,7.0,0.0,185.0,374.0,5.0,22.0,24.0,0.0,658.0,0.0,1278.0,2679.0,47.7
520055,Brekov,7,SK,97.7%,0.2%,0.4%,0.2%,520055.0,0.0,3.0,0.0,73.0,147.0,5.0,16.0,7.0,0.0,204.0,1.0,456.0,1022.0,44.62
520063,Brestov (HE),7,SK,96.5%,0.0%,0.8%,1.2%,520063.0,1.0,2.0,1.0,51.0,67.0,0.0,10.0,12.0,0.0,96.0,0.0,240.0,468.0,51.28
520071,Brestov nad Laborcom,7,SK,55.7%,0.0%,27.4%,8.5%,520071.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,10.0,0.0,13.0,0.0,34.0,104.0,32.69
520080,Brezovec - Березовець,7,SK,53.8%,7.7%,0.0%,33.3%,520080.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,15.0,30.0,50.0
520098,Čabalovce - Чабалівцї,7,SK,68.3%,0.0%,0.0%,25.5%,520098.0,0.0,0.0,0.0,14.0,17.0,3.0,2.0,1.0,0.0,68.0,0.0,105.0,262.0,40.08
520101,Čabiny - Грабова Розтока,7,SK,47.8%,0.0%,0.0%,43.4%,520101.0,0.0,0.0,0.0,22.0,19.0,0.0,0.0,2.0,0.0,104.0,0.0,147.0,263.0,55.89
520110,Černina,7,SK,99.4%,0.0%,0.0%,0.0%,520110.0,0.0,0.0,0.0,9.0,19.0,0.0,1.0,0.0,1.0,58.0,0.0,88.0,118.0,74.58
520128,Čertižné - Чертижне,7,XU,43.3%,0.6%,0.0%,51.4%,520128.0,0.0,2.0,0.0,12.0,16.0,2.0,2.0,3.0,0.0,130.0,0.0,167.0,277.0,60.29
520136,Čukalovce - nan,7,SK,60.5%,0.0%,0.0%,32.7%,520136.0,0.0,0.0,0.0,31.0,14.0,0.0,1.0,0.0,0.0,46.0,0.0,92.0,150.0,61.33
520152,Dedačov,7,SK,99.4%,0.0%,0.0%,0.0%,520152.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,2.0,0.0,52.0,0.0,72.0,137.0,52.55
520161,Dlhé nad Cirochou,7,SK,97.6%,0.0%,0.2%,0.1%,520161.0,2.0,4.0,0.0,124.0,201.0,4.0,11.0,23.0,1.0,374.0,1.0,745.0,1515.0,49.17
520179,Dúbrava (SV),7,SK,84.4%,0.5%,0.0%,11.8%,520179.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,2.0,0.0,55.0,0.0,67.0,180.0,37.22
520187,Habura - nan,7,SK,50.3%,0.0%,0.0%,42.8%,520187.0,0.0,3.0,1.0,41.0,52.0,3.0,5.0,6.0,0.0,108.0,0.0,219.0,405.0,54.07
520195,Hankovce (HE),7,SK,99.0%,0.0%,0.0%,0.4%,520195.0,0.0,2.0,0.0,23.0,102.0,2.0,3.0,8.0,0.0,80.0,0.0,220.0,407.0,54.05
520209,Hostovice,7,SK,71.0%,0.4%,0.0%,18.7%,520209.0,0.0,0.0,0.0,30.0,15.0,0.0,1.0,1.0,0.0,80.0,0.0,127.0,222.0,57.21
520217,Hrabová Roztoka - nan,7,SK,70.2%,0.0%,0.0%,24.6%,520217.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,19.0,0.0,28.0,46.0,60.87
520225,Hrabovec nad Laborcom,7,SK,97.8%,0.0%,0.0%,1.2%,520225.0,0.0,0.0,1.0,33.0,91.0,2.0,4.0,6.0,0.0,103.0,0.0,240.0,421.0,57.01
520233,Hrubov,7,SK,98.5%,0.2%,0.6%,0.2%,520233.0,1.0,2.0,0.0,20.0,54.0,1.0,5.0,3.0,0.0,96.0,0.0,182.0,389.0,46.79
520241,Hudcovce,7,SK,97.5%,0.0%,0.0%,0.3%,520241.0,1.0,0.0,1.0,24.0,50.0,0.0,2.0,11.0,1.0,95.0,1.0,186.0,315.0,59.05
520250,Rokytov pri Humennom,7,SK,79.6%,0.0%,0.7%,14.3%,520250.0,0.0,2.0,1.0,23.0,23.0,0.0,2.0,5.0,0.0,99.0,0.0,155.0,242.0,64.05
520268,Chlmec,7,SK,96.6%,0.2%,0.0%,1.7%,520268.0,0.0,3.0,1.0,41.0,55.0,1.0,2.0,4.0,0.0,143.0,1.0,251.0,479.0,52.4
520276,Jabloň,7,SK,98.5%,0.0%,0.0%,1.0%,520276.0,0.0,1.0,0.0,11.0,52.0,2.0,2.0,3.0,1.0,65.0,0.0,137.0,318.0,43.08
520284,Jalová - Ялова,7,SK,70.3%,1.6%,0.0%,20.3%,520284.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,20.0,0.0,26.0,51.0,50.98
520292,Jankovce,7,SK,97.0%,0.0%,0.0%,1.9%,520292.0,0.0,0.0,0.0,38.0,43.0,0.0,2.0,1.0,0.0,55.0,0.0,139.0,223.0,62.33
520314,Kalinov - Калинів,7,SK,65.5%,0.0%,0.0%,29.5%,520314.0,0.0,0.0,0.0,7.0,31.0,1.0,0.0,1.0,0.0,60.0,0.0,100.0,229.0,43.67
520322,Kalná Roztoka - Кална Розтока,7,SK,66.2%,0.0%,0.4%,30.4%,520322.0,0.0,0.0,0.0,33.0,15.0,0.0,0.0,9.0,0.0,124.0,0.0,181.0,411.0,44.04
520331,Kamenica nad Cirochou,7,SK,94.2%,0.2%,1.1%,0.6%,520331.0,1.0,3.0,0.0,103.0,226.0,0.0,14.0,8.0,0.0,512.0,2.0,869.0,1872.0,46.42
