IDN4,obec,IDN2,nationality_majority,SK-2021-rate,HU-2021-rate,RMY-2021-rate,RUE-2021-rate,obec_code,Korčok,Pellegrini,voted,voters,turnout
527378,Kečkovce,7,SK,78.0%,0.0%,3.5%,10.6%,527378.0,8.0,60.0,68.0,185.0,36.76
527386,Kolbovce,7,SK,49.7%,0.0%,30.5%,18.1%,527386.0,5.0,82.0,87.0,140.0,62.14
527394,Korejovce,7,SK,84.2%,0.0%,0.0%,14.5%,527394.0,18.0,34.0,52.0,71.0,73.24
527408,Korunková,7,SK,86.8%,0.0%,0.0%,9.2%,527408.0,10.0,36.0,46.0,60.0,76.67
527416,Kožuchovce - Кожухівцї,7,SK,77.1%,2.1%,0.0%,20.8%,527416.0,4.0,37.0,41.0,49.0,83.67
527424,Krajná Bystrá,7,SK,82.7%,0.0%,6.5%,6.8%,527424.0,18.0,178.0,196.0,327.0,59.94
527432,Krajná Poľana,7,SK,85.4%,0.0%,3.8%,5.7%,527432.0,11.0,76.0,87.0,163.0,53.37
527441,Krajná Porúbka - Крайня Порубка,7,XU,45.7%,0.0%,0.0%,54.3%,527441.0,5.0,26.0,31.0,40.0,77.5
527459,Krajné Čierno - Крайнє Чорне,7,SK,59.5%,0.0%,0.0%,36.7%,527459.0,16.0,34.0,50.0,64.0,78.12
527467,Krišľovce - Кришлівцї,7,SK,68.8%,0.0%,0.0%,31.3%,527467.0,3.0,15.0,18.0,35.0,51.43
527475,Krušinec,7,SK,92.0%,0.0%,0.0%,1.3%,527475.0,34.0,68.0,102.0,191.0,53.4
527483,Kružlová - Кружлёва,7,SK,58.4%,0.0%,18.3%,21.3%,527483.0,26.0,166.0,192.0,504.0,38.1
527491,Kurimka - Куримка,7,SK,67.6%,0.0%,5.2%,22.0%,527491.0,20.0,152.0,172.0,284.0,60.56
527505,Ladomirová,7,SK,85.0%,0.1%,5.2%,7.8%,527505.0,50.0,275.0,325.0,781.0,41.61
527513,Lomné,7,SK,93.6%,0.0%,0.0%,3.8%,527513.0,39.0,87.0,126.0,209.0,60.29
527521,Makovce,7,SK,77.1%,0.0%,0.0%,17.4%,527521.0,16.0,69.0,85.0,124.0,68.55
527530,Malá Poľana - Мала Поляна,7,SK,56.5%,0.0%,0.0%,40.0%,527530.0,16.0,35.0,51.0,86.0,59.3
527548,Matovce,7,SK,93.2%,0.0%,0.0%,6.8%,527548.0,14.0,49.0,63.0,91.0,69.23
527556,Medvedie - Медведже,7,SK,52.3%,0.0%,0.0%,40.9%,527556.0,2.0,35.0,37.0,41.0,90.24
527564,Mestisko,7,SK,96.0%,0.4%,0.0%,2.7%,527564.0,46.0,181.0,227.0,339.0,66.96
527572,Miková - Микова,7,SK,33.6%,1.4%,19.9%,31.5%,527572.0,20.0,45.0,65.0,108.0,60.19
527581,Miňovce,7,SK,97.9%,0.0%,0.0%,0.6%,527581.0,81.0,117.0,198.0,288.0,68.75
527599,Miroľa - Мироля,7,SK,62.5%,0.0%,0.0%,35.7%,527599.0,5.0,40.0,45.0,58.0,77.59
527602,Mlynárovce,7,SK,84.2%,0.0%,1.9%,11.6%,527602.0,17.0,89.0,106.0,183.0,57.92
527611,Mrázovce,7,SK,97.5%,0.0%,0.0%,1.2%,527611.0,14.0,36.0,50.0,72.0,69.44
527629,Nižná Jedľová - Нижня Ядлова,7,SK,62.5%,0.0%,0.0%,35.6%,527629.0,36.0,36.0,72.0,91.0,79.12
527637,Nižná Olšava,7,SK,96.2%,0.0%,0.0%,1.7%,527637.0,41.0,148.0,189.0,316.0,59.81
527645,Nižná Pisaná,7,SK,73.5%,1.2%,0.0%,16.9%,527645.0,9.0,45.0,54.0,74.0,72.97
527653,Nižný Komárnik,7,SK,80.3%,0.0%,3.9%,11.2%,527653.0,11.0,78.0,89.0,120.0,74.17
527661,Nižný Mirošov,7,SK,78.1%,0.0%,4.4%,13.3%,527661.0,18.0,88.0,106.0,210.0,50.48
527670,Nižný Orlík,7,SK,75.7%,0.0%,0.0%,18.0%,527670.0,48.0,153.0,201.0,268.0,75.0
527688,Nová Polianka,7,SK,93.9%,0.0%,0.0%,3.0%,527688.0,4.0,30.0,34.0,58.0,58.62
527696,Okrúhle,7,SK,92.3%,0.0%,0.3%,1.2%,527696.0,81.0,205.0,286.0,468.0,61.11
527700,Oľšavka (SP),7,SK,80.1%,0.0%,0.0%,15.7%,527700.0,30.0,68.0,98.0,159.0,61.64
527718,Potôčky,7,SK,87.1%,0.0%,0.0%,12.9%,527718.0,11.0,30.0,41.0,63.0,65.08
527726,Potoky,7,SK,88.6%,0.0%,0.0%,5.7%,527726.0,0.0,45.0,45.0,78.0,57.69
527734,Príkra,7,SK,100.0%,0.0%,0.0%,0.0%,527734.0,3.0,14.0,17.0,19.0,89.47
527742,Pstriná - Пстрина,7,SK,58.9%,0.0%,0.0%,39.3%,527742.0,9.0,39.0,48.0,64.0,75.0
527751,Radoma,7,SK,92.7%,0.0%,0.9%,0.2%,527751.0,74.0,148.0,222.0,343.0,64.72
527769,Rakovčík - Раківчік,7,SK,72.8%,0.0%,0.0%,25.7%,527769.0,15.0,62.0,77.0,117.0,65.81
527777,Rovné (SK),7,SK,67.4%,0.0%,10.9%,18.4%,527777.0,37.0,220.0,257.0,381.0,67.45
527785,Roztoky,7,SK,46.3%,0.0%,37.4%,14.7%,527785.0,9.0,77.0,86.0,286.0,30.07
527793,Kručov,7,SK,85.0%,0.0%,0.0%,12.1%,527793.0,33.0,101.0,134.0,176.0,76.14
527807,Soboš,7,SK,88.9%,0.0%,0.0%,9.0%,527807.0,18.0,70.0,88.0,127.0,69.29
527815,Soľník,7,SK,88.6%,0.0%,0.0%,11.4%,527815.0,6.0,18.0,24.0,32.0,75.0
527823,Staškovce,7,SK,74.5%,0.4%,0.4%,18.3%,527823.0,34.0,101.0,135.0,229.0,58.95
527831,Stročín,7,SK,85.2%,0.0%,10.2%,2.0%,527831.0,42.0,182.0,224.0,428.0,52.34
527840,Stropkov,7,SK,84.8%,0.1%,2.7%,2.2%,527840.0,1587.0,2578.0,4165.0,7617.0,54.68
527858,Svidnička,7,SK,82.4%,0.7%,0.7%,14.8%,527858.0,8.0,71.0,79.0,114.0,69.3
527866,Šandal,7,SK,97.1%,0.0%,0.0%,1.6%,527866.0,41.0,98.0,139.0,246.0,56.5
527874,Šarbov,7,SK,88.2%,0.0%,0.0%,5.9%,527874.0,0.0,13.0,13.0,15.0,86.67
527882,Šarišský Štiavnik,7,SK,82.6%,0.0%,0.0%,12.1%,527882.0,27.0,93.0,120.0,200.0,60.0
527891,Šemetkovce,7,SK,90.0%,0.0%,0.0%,7.8%,527891.0,7.0,36.0,43.0,68.0,63.24
527904,Štefurov,7,SK,91.4%,0.0%,0.0%,6.7%,527904.0,9.0,45.0,54.0,83.0,65.06
527912,Tisinec,7,SK,96.7%,0.0%,0.0%,1.5%,527912.0,65.0,195.0,260.0,403.0,64.52
527921,Tokajík,7,SK,94.4%,0.0%,0.0%,5.6%,527921.0,12.0,46.0,58.0,87.0,66.67
527939,Turany nad Ondavou,7,SK,97.1%,0.0%,0.0%,0.3%,527939.0,81.0,104.0,185.0,294.0,62.93
527947,Vagrinec - Ваґрінець,7,SK,63.8%,0.0%,0.0%,35.3%,527947.0,5.0,58.0,63.0,95.0,66.32
527955,Valkovce,7,SK,89.6%,0.5%,0.0%,7.5%,527955.0,24.0,91.0,115.0,178.0,64.61
527963,Vápeník - Вапеник,7,SK,67.5%,0.0%,0.0%,20.0%,527963.0,13.0,19.0,32.0,37.0,86.49
527971,Varechovce,7,SK,72.5%,0.0%,0.0%,18.8%,527971.0,21.0,57.0,78.0,120.0,65.0
527980,Veľkrop,7,SK,83.5%,0.0%,4.8%,6.5%,527980.0,14.0,81.0,95.0,176.0,53.98
527998,Vislava,7,SK,93.0%,0.0%,0.0%,4.5%,527998.0,8.0,110.0,118.0,165.0,71.52
528005,Vladiča,7,SK,80.0%,0.0%,0.0%,12.3%,528005.0,12.0,25.0,37.0,67.0,55.22
528013,Vojtovce,7,SK,78.6%,0.0%,0.0%,15.3%,528013.0,6.0,44.0,50.0,88.0,56.82
528021,Vyškovce - Вышківцї,7,SK,68.9%,0.0%,6.8%,22.0%,528021.0,17.0,52.0,69.0,119.0,57.98
528030,Vyšná Jedľová - Вышня Ядлова,7,SK,67.7%,0.0%,0.0%,27.0%,528030.0,18.0,100.0,118.0,157.0,75.16
528048,Vyšná Olšava,7,SK,89.5%,0.0%,0.9%,2.7%,528048.0,68.0,210.0,278.0,457.0,60.83
528056,Vyšná Pisaná - Вышня Писана,7,SK,58.5%,0.0%,0.0%,38.5%,528056.0,8.0,43.0,51.0,62.0,82.26
528064,Vyšný Komárnik,7,SK,83.8%,0.0%,0.0%,15.0%,528064.0,9.0,40.0,49.0,66.0,74.24
528072,Vyšný Mirošov - Вышнїй Мирошів,7,SK,68.2%,0.0%,7.2%,21.6%,528072.0,36.0,173.0,209.0,451.0,46.34
528081,Vyšný Orlík - Вышнїй Верліх,7,SK,65.7%,0.0%,8.6%,21.3%,528081.0,34.0,153.0,187.0,321.0,58.26
528099,Trebišov,8,SK,76.8%,0.9%,8.4%,0.2%,528099.0,3105.0,5093.0,8198.0,17146.0,47.81
528102,Bačka - Bacska,8,HU,14.2%,78.0%,0.0%,0.2%,528102.0,16.0,179.0,195.0,467.0,41.76
528111,Bačkov,8,SK,95.6%,0.1%,1.1%,0.4%,528111.0,75.0,284.0,359.0,549.0,65.39
528129,Bara - Bári,8,HU,45.4%,51.8%,0.0%,0.0%,528129.0,31.0,84.0,115.0,234.0,49.15
528137,Beša (MI) - Bés,8,HU,17.5%,76.7%,0.8%,0.0%,528137.0,18.0,92.0,110.0,306.0,35.95
528145,Biel - Bély,8,HU,26.9%,68.0%,1.3%,0.0%,528145.0,97.0,278.0,375.0,1101.0,34.06
528153,Svätá Mária - Bodrogszentmária,8,HU,22.0%,74.8%,0.0%,0.2%,528153.0,58.0,171.0,229.0,454.0,50.44
528161,Boľ - Boly,8,HU,23.2%,70.3%,0.3%,0.0%,528161.0,38.0,147.0,185.0,587.0,31.52
528170,Borša - Borsi,8,SK,59.9%,37.8%,0.0%,0.0%,528170.0,185.0,339.0,524.0,955.0,54.87
528188,Boťany - Battyán,8,HU,14.2%,66.3%,9.6%,0.0%,528188.0,46.0,200.0,246.0,958.0,25.68
528200,Brehov - Imreg,8,SK,76.7%,20.9%,0.2%,0.0%,528200.0,60.0,122.0,182.0,468.0,38.89
528218,Brezina,8,SK,96.8%,0.2%,0.8%,0.0%,528218.0,97.0,179.0,276.0,528.0,52.27
528226,Byšta,8,SK,98.0%,0.0%,0.0%,0.0%,528226.0,18.0,73.0,91.0,116.0,78.45
528234,Cejkov,8,SK,96.6%,0.6%,0.0%,0.3%,528234.0,157.0,393.0,550.0,953.0,57.71
528242,Čeľovce,8,SK,89.6%,0.7%,1.6%,0.0%,528242.0,68.0,143.0,211.0,417.0,50.6
528251,Čerhov,8,SK,89.1%,0.7%,2.4%,0.4%,528251.0,100.0,172.0,272.0,599.0,45.41
528269,Černochov - Csarnahó,8,HU,39.4%,59.6%,0.0%,0.0%,528269.0,17.0,66.0,83.0,164.0,50.61
528277,Čičarovce - Csicser,8,HU,9.4%,69.8%,18.1%,0.0%,528277.0,33.0,227.0,260.0,697.0,37.3
528285,Čierna - Ágcsernyő,8,HU,17.3%,72.1%,2.0%,0.0%,528285.0,37.0,121.0,158.0,355.0,44.51
528293,Čierna nad Tisou - Tiszacsernyő,8,HU,37.7%,51.4%,0.3%,0.1%,528293.0,238.0,538.0,776.0,2745.0,28.27
528307,Čierne Pole,8,SK,89.3%,8.3%,0.0%,0.0%,528307.0,54.0,88.0,142.0,271.0,52.4
528315,Dargov,8,SK,97.7%,0.0%,0.0%,0.5%,528315.0,151.0,194.0,345.0,513.0,67.25
528323,Dobrá - Kisdobra,8,HU,27.9%,66.6%,2.5%,0.2%,528323.0,13.0,106.0,119.0,397.0,29.97
528331,Drahňov - Deregnyő,8,HU,29.2%,54.9%,10.2%,0.1%,528331.0,54.0,264.0,318.0,1039.0,30.61
528340,Dvorianky,8,SK,97.2%,0.2%,0.0%,0.2%,528340.0,113.0,245.0,358.0,532.0,67.29
528358,Egreš,8,SK,94.8%,0.0%,0.2%,0.0%,528358.0,47.0,130.0,177.0,332.0,53.31
528366,Hraň,8,SK,91.0%,0.8%,1.0%,0.0%,528366.0,140.0,409.0,549.0,1251.0,43.88
528374,Hrčeľ,8,SK,91.7%,0.0%,1.5%,0.0%,528374.0,54.0,156.0,210.0,679.0,30.93
528382,Hriadky,8,SK,98.1%,0.0%,0.0%,0.0%,528382.0,89.0,112.0,201.0,338.0,59.47
528391,Ižkovce - Iske,8,HU,23.1%,71.4%,0.0%,0.0%,528391.0,4.0,48.0,52.0,89.0,58.43
528404,Kapušianske Kľačany - Kaposkelecsény,8,HU,9.4%,77.8%,5.8%,0.1%,528404.0,46.0,172.0,218.0,666.0,32.73
528412,Kašov,8,SK,97.0%,0.3%,0.0%,0.0%,528412.0,29.0,99.0,128.0,231.0,55.41
528421,Kazimír,8,SK,96.3%,0.2%,0.0%,0.0%,528421.0,121.0,234.0,355.0,675.0,52.59
528439,Kožuchov,8,SK,96.2%,0.0%,0.0%,0.0%,528439.0,19.0,68.0,87.0,151.0,57.62
528447,Kráľovský Chlmec - Királyhelmec,8,HU,23.6%,72.1%,1.3%,0.1%,528447.0,527.0,1272.0,1799.0,5872.0,30.64
528455,Kravany (TV),8,SK,96.2%,0.0%,0.0%,0.0%,528455.0,15.0,121.0,136.0,259.0,52.51
528463,Krišovská Liesková - Mokcsamogyorós,8,HU,18.1%,78.9%,0.3%,0.1%,528463.0,44.0,186.0,230.0,664.0,34.64
528471,Kuzmice (TV),8,SK,92.8%,0.4%,0.6%,0.0%,528471.0,229.0,477.0,706.0,1362.0,51.84
528480,Kysta,8,SK,94.6%,0.5%,3.1%,0.0%,528480.0,50.0,144.0,194.0,330.0,58.79
528498,Ladmovce - Ladamóc,8,HU,25.4%,70.7%,0.3%,0.3%,528498.0,27.0,100.0,127.0,264.0,48.11
528501,Lastovce,8,SK,93.4%,0.2%,1.8%,0.1%,528501.0,60.0,204.0,264.0,842.0,31.35
528510,Leles - Lelesz,8,HU,19.9%,75.5%,0.7%,0.0%,528510.0,99.0,264.0,363.0,1446.0,25.1
528528,Luhyňa,8,SK,94.8%,0.6%,0.0%,0.0%,528528.0,36.0,111.0,147.0,240.0,61.25
528536,Malé Ozorovce,8,SK,98.5%,0.4%,0.0%,0.0%,528536.0,76.0,201.0,277.0,434.0,63.82
528544,Malé Trakany - Kistárkány,8,HU,13.1%,80.4%,0.4%,0.2%,528544.0,55.0,218.0,273.0,907.0,30.1
528552,Malý Horeš - Kisgéres,8,HU,6.9%,90.6%,0.0%,0.1%,528552.0,66.0,210.0,276.0,912.0,30.26
528561,Malý Kamenec - Kiskövesd,8,HU,9.6%,84.2%,0.0%,0.0%,528561.0,24.0,120.0,144.0,391.0,36.83
528579,Maťovské Vojkovce - Mátyócvajkóc,8,HU,17.2%,73.3%,1.4%,0.0%,528579.0,25.0,102.0,127.0,519.0,24.47
528587,Michaľany,8,SK,89.7%,1.1%,2.9%,0.0%,528587.0,250.0,419.0,669.0,1358.0,49.26
528609,Nižný Žipov,8,SK,92.0%,0.3%,1.9%,0.0%,528609.0,140.0,264.0,404.0,1076.0,37.55
528617,Novosad,8,SK,95.7%,0.4%,1.1%,0.5%,528617.0,112.0,264.0,376.0,810.0,46.42
528625,Nový Ruskov,8,SK,96.6%,0.1%,0.1%,0.3%,528625.0,109.0,251.0,360.0,527.0,68.31
528633,Oborín - Abara,8,HU,37.6%,54.2%,1.9%,0.0%,528633.0,46.0,178.0,224.0,577.0,38.82
528641,Plechotice,8,SK,95.9%,0.1%,0.9%,0.1%,528641.0,101.0,244.0,345.0,583.0,59.18
528650,Svätuše - Bodrogszentes,8,HU,11.6%,86.1%,0.0%,0.0%,528650.0,60.0,193.0,253.0,663.0,38.16
528668,Poľany - Bodrogmező,8,HU,20.8%,74.1%,3.2%,0.2%,528668.0,28.0,116.0,144.0,378.0,38.1
528676,Parchovany,8,SK,79.2%,0.1%,14.7%,0.1%,528676.0,263.0,478.0,741.0,1504.0,49.27
528684,Pribeník - Perbenyik,8,HU,23.3%,72.6%,0.0%,0.1%,528684.0,74.0,246.0,320.0,815.0,39.26
528692,Ptrukša - Szirénfalva,8,HU,8.5%,89.2%,0.0%,0.0%,528692.0,21.0,173.0,194.0,392.0,49.49
528706,Rad - Rad,8,HU,26.3%,65.7%,1.8%,1.6%,528706.0,23.0,169.0,192.0,429.0,44.76
528714,Ruská - Dobóruszka,8,HU,11.8%,66.7%,18.7%,0.0%,528714.0,25.0,176.0,201.0,451.0,44.57
528722,Sečovce,8,SK,87.3%,0.1%,6.7%,0.2%,528722.0,984.0,2034.0,3018.0,6247.0,48.31
528731,Holčíkovce,7,SK,98.3%,0.0%,0.0%,0.0%,528731.0,78.0,183.0,261.0,397.0,65.74
528749,Jasenovce,7,SK,91.1%,0.0%,0.0%,0.0%,528749.0,24.0,83.0,107.0,172.0,62.21
528757,Jastrabie nad Topľou,7,SK,72.1%,0.0%,24.0%,0.2%,528757.0,42.0,126.0,168.0,355.0,47.32
528765,Juskova Voľa,7,SK,98.0%,0.0%,0.0%,0.3%,528765.0,42.0,156.0,198.0,258.0,76.74
528773,Kamenná Poruba (VT),7,SK,92.9%,0.0%,0.7%,0.1%,528773.0,69.0,236.0,305.0,1040.0,29.33
528781,Kladzany,7,SK,96.6%,0.2%,0.0%,0.2%,528781.0,79.0,203.0,282.0,446.0,63.23
528790,Komárany,7,SK,98.8%,0.0%,0.8%,0.0%,528790.0,63.0,175.0,238.0,371.0,64.15
528803,Košarovce,7,SK,98.9%,0.0%,0.0%,0.2%,528803.0,65.0,213.0,278.0,456.0,60.96
528811,Kučín (VT),7,SK,92.1%,0.4%,3.8%,0.4%,528811.0,33.0,119.0,152.0,393.0,38.68
528820,Kvakovce,7,SK,92.7%,0.0%,0.0%,0.2%,528820.0,48.0,172.0,220.0,395.0,55.7
528838,Majerovce,7,SK,98.0%,0.0%,0.0%,0.7%,528838.0,55.0,173.0,228.0,356.0,64.04
528846,Malá Domaša,7,SK,96.7%,0.0%,1.6%,0.2%,528846.0,85.0,230.0,315.0,452.0,69.69
528854,Matiaška,7,SK,98.3%,0.0%,0.0%,1.0%,528854.0,27.0,133.0,160.0,221.0,72.4
528862,Medzianky,7,SK,96.7%,0.0%,0.0%,0.0%,528862.0,65.0,122.0,187.0,250.0,74.8
528871,Merník,7,SK,97.7%,0.0%,0.0%,0.0%,528871.0,74.0,233.0,307.0,478.0,64.23
528889,Michalok,7,SK,97.1%,0.0%,0.0%,0.0%,528889.0,41.0,127.0,168.0,254.0,66.14
528897,Nižná Sitnica,7,SK,97.7%,0.3%,0.0%,0.0%,528897.0,25.0,142.0,167.0,249.0,67.07
528901,Nižný Hrabovec,7,SK,88.3%,0.1%,1.9%,0.2%,528901.0,174.0,479.0,653.0,1305.0,50.04
528919,Nižný Hrušov,7,SK,94.6%,0.1%,0.2%,0.1%,528919.0,206.0,636.0,842.0,1261.0,66.77
528927,Nižný Kručov,7,SK,96.1%,0.0%,0.0%,1.3%,528927.0,73.0,136.0,209.0,301.0,69.44
528935,Nová Kelča,7,SK,97.6%,0.0%,0.0%,0.6%,528935.0,67.0,136.0,203.0,308.0,65.91
528943,Ondavské Matiašovce,7,SK,93.4%,0.1%,2.2%,0.0%,528943.0,77.0,212.0,289.0,617.0,46.84
528951,Pakostov,7,SK,94.4%,0.0%,0.0%,2.1%,528951.0,56.0,192.0,248.0,365.0,67.95
528960,Pavlovce (VT),7,SK,94.6%,0.1%,1.6%,0.0%,528960.0,125.0,264.0,389.0,616.0,63.15
528978,Petkovce,7,SK,99.3%,0.0%,0.0%,0.0%,528978.0,35.0,51.0,86.0,114.0,75.44
528986,Petrovce (VT),7,SK,100.0%,0.0%,0.0%,0.0%,528986.0,44.0,218.0,262.0,362.0,72.38
528994,Piskorovce,7,SK,87.2%,0.0%,0.0%,10.3%,528994.0,8.0,52.0,60.0,99.0,60.61
529001,Poša,7,SK,58.4%,0.0%,38.4%,0.0%,529001.0,49.0,236.0,285.0,646.0,44.12
529010,Prituľany - Притуляны,7,XU,46.3%,0.0%,0.0%,51.2%,529010.0,8.0,30.0,38.0,50.0,76.0
529028,Prosačov,7,SK,92.9%,0.0%,5.2%,0.0%,529028.0,6.0,35.0,41.0,156.0,26.28
529036,Radvanovce,7,SK,95.4%,0.5%,0.0%,0.0%,529036.0,30.0,92.0,122.0,172.0,70.93
529044,Rafajovce,7,SK,93.3%,1.2%,0.6%,0.6%,529044.0,9.0,52.0,61.0,121.0,50.41
529052,Remeniny,7,SK,99.3%,0.0%,0.0%,0.0%,529052.0,62.0,100.0,162.0,241.0,67.22
529061,Rohožník (HE) - Рогожник,7,SK,63.6%,0.0%,0.0%,34.1%,529061.0,6.0,15.0,21.0,38.0,55.26
529079,Rudlov,7,SK,89.4%,0.0%,8.2%,0.0%,529079.0,79.0,199.0,278.0,518.0,53.67
529087,Ruská Kajňa,7,SK,82.4%,0.0%,0.9%,12.0%,529087.0,23.0,46.0,69.0,85.0,81.18
529095,Ruská Poruba - Руська Поруба,7,SK,50.0%,0.0%,0.0%,48.1%,529095.0,19.0,91.0,110.0,180.0,61.11
529109,Ruská Voľa,7,SK,93.0%,0.0%,0.0%,5.8%,529109.0,7.0,23.0,30.0,64.0,46.88
529117,Vyšný Kazimír,7,SK,98.4%,0.0%,0.0%,0.0%,529117.0,28.0,86.0,114.0,166.0,68.67
529125,Sačurov,7,SK,60.5%,0.0%,32.9%,0.0%,529125.0,205.0,641.0,846.0,1640.0,51.59
529133,Sečovská Polianka,7,SK,96.4%,0.2%,1.0%,0.0%,529133.0,333.0,808.0,1141.0,2070.0,55.12
529141,Sedliská,7,SK,97.2%,0.0%,0.7%,0.1%,529141.0,184.0,407.0,591.0,1107.0,53.39
529150,Skrabské,7,SK,96.5%,0.0%,2.1%,0.3%,529150.0,53.0,209.0,262.0,571.0,45.88
529168,Slovenská Kajňa,7,SK,93.4%,0.0%,0.0%,0.3%,529168.0,145.0,230.0,375.0,641.0,58.5
529176,Soľ,7,SK,82.6%,0.0%,13.7%,0.0%,529176.0,224.0,500.0,724.0,1869.0,38.74
529184,Štefanovce (VT),7,SK,96.3%,0.0%,0.0%,0.0%,529184.0,10.0,38.0,48.0,85.0,56.47
529192,Tovarné,7,SK,98.0%,0.1%,0.0%,0.5%,529192.0,104.0,392.0,496.0,858.0,57.81
529206,Tovarnianska Polianka,7,SK,98.2%,0.0%,0.0%,0.0%,529206.0,21.0,43.0,64.0,88.0,72.73
529214,Vavrinec,7,SK,94.5%,0.0%,0.0%,1.8%,529214.0,3.0,36.0,39.0,59.0,66.1
529222,Vechec,7,SK,53.6%,0.1%,44.1%,0.0%,529222.0,224.0,495.0,719.0,1974.0,36.42
529231,Vlača,7,SK,97.3%,0.0%,0.0%,0.4%,529231.0,56.0,72.0,128.0,185.0,69.19
529249,Vyšná Sitnica,7,SK,98.8%,0.3%,0.0%,0.6%,529249.0,51.0,162.0,213.0,285.0,74.74
529257,Vyšný Žipov,7,SK,95.8%,0.0%,2.2%,0.1%,529257.0,135.0,339.0,474.0,904.0,52.43
529265,Zámutov,7,SK,63.2%,0.0%,35.5%,0.1%,529265.0,201.0,683.0,884.0,2385.0,37.06
529273,Závada (HE) - Завада,7,XU,32.3%,0.0%,0.0%,66.2%,529273.0,4.0,32.0,36.0,61.0,59.02
529281,Zlatník,7,SK,100.0%,0.0%,0.0%,0.0%,529281.0,8.0,40.0,48.0,63.0,76.19
529290,Žalobín,7,SK,96.5%,0.0%,2.9%,0.1%,529290.0,66.0,237.0,303.0,627.0,48.33
542652,Bánovce nad Bebravou,3,SK,91.4%,0.1%,0.2%,0.1%,542652.0,3474.0,5206.0,8680.0,13574.0,63.95
542661,Belince,4,SK,96.4%,0.5%,0.0%,0.0%,542661.0,58.0,160.0,218.0,298.0,73.15
542695,Biskupová,4,SK,93.0%,0.0%,0.0%,0.0%,542695.0,52.0,87.0,139.0,193.0,72.02
542709,Blesovce,4,SK,96.0%,0.6%,0.0%,0.0%,542709.0,43.0,164.0,207.0,281.0,73.67
542717,Bojná,4,SK,94.8%,0.2%,0.0%,0.1%,542717.0,265.0,834.0,1099.0,1647.0,66.73
542733,Bošany,3,SK,96.1%,0.2%,0.0%,0.0%,542733.0,766.0,1357.0,2123.0,3257.0,65.18
542741,Brezolupy,3,SK,96.6%,0.2%,0.0%,0.0%,542741.0,109.0,174.0,283.0,403.0,70.22
542776,Cimenná,3,SK,98.0%,0.0%,0.0%,0.0%,542776.0,14.0,52.0,66.0,82.0,80.49
542792,Čermany,4,SK,97.3%,0.3%,0.3%,0.0%,542792.0,62.0,156.0,218.0,313.0,69.65
542806,Čierna Lehota (BN),3,SK,98.2%,0.0%,0.0%,0.0%,542806.0,29.0,72.0,101.0,127.0,79.53
542822,Dežerice,3,SK,96.3%,0.0%,0.1%,0.0%,542822.0,287.0,331.0,618.0,845.0,73.14
542849,Dolné Naštice,3,SK,93.9%,0.2%,0.0%,0.0%,542849.0,130.0,187.0,317.0,461.0,68.76
542857,Dubnička,3,SK,97.6%,0.0%,0.0%,0.0%,542857.0,36.0,58.0,94.0,116.0,81.03
542873,Dvorec,3,SK,96.6%,0.0%,0.0%,0.0%,542873.0,73.0,200.0,273.0,397.0,68.77
542881,Hajná Nová Ves,4,SK,96.5%,0.3%,0.0%,0.0%,542881.0,30.0,156.0,186.0,284.0,65.49
542890,Haláčovce,3,SK,96.5%,0.0%,0.0%,0.0%,542890.0,66.0,139.0,205.0,267.0,76.78
542920,Horné Naštice,3,SK,98.4%,0.0%,0.0%,0.0%,542920.0,163.0,151.0,314.0,404.0,77.72
542938,Horné Obdokovce,4,SK,95.9%,0.2%,0.1%,0.0%,542938.0,199.0,569.0,768.0,1234.0,62.24
542954,Horné Štitáre,4,SK,95.1%,0.0%,0.2%,0.0%,542954.0,126.0,222.0,348.0,521.0,66.79
542962,Hradište (PE),3,SK,96.7%,0.0%,0.0%,0.0%,542962.0,204.0,326.0,530.0,787.0,67.34
542971,Hrušovany,4,SK,96.6%,0.4%,0.0%,0.0%,542971.0,188.0,446.0,634.0,887.0,71.48
543004,Chynorany,3,SK,96.7%,0.1%,0.1%,0.0%,543004.0,617.0,790.0,1407.0,2081.0,67.61
543039,Kamanová,4,SK,97.7%,0.3%,0.0%,0.0%,543039.0,83.0,257.0,340.0,510.0,66.67
543047,Klátova Nová Ves,3,SK,97.8%,0.1%,0.1%,0.1%,543047.0,235.0,687.0,922.0,1309.0,70.44
543055,Kolačno,3,SK,99.2%,0.1%,0.0%,0.0%,543055.0,192.0,316.0,508.0,712.0,71.35
543063,Koniarovce,4,SK,97.4%,0.2%,0.2%,0.0%,543063.0,135.0,233.0,368.0,534.0,68.91
543071,Kovarce,4,SK,94.7%,0.1%,0.0%,0.1%,543071.0,235.0,544.0,779.0,1263.0,61.68
543080,Krásna Ves,3,SK,98.6%,0.2%,0.0%,0.0%,543080.0,99.0,193.0,292.0,406.0,71.92
543101,Krnča,4,SK,97.9%,0.2%,0.1%,0.0%,543101.0,193.0,587.0,780.0,1132.0,68.9
543110,Krtovce,4,SK,94.5%,0.0%,0.0%,0.0%,543110.0,54.0,115.0,169.0,243.0,69.55
543136,Kšinná,3,SK,98.8%,0.0%,0.0%,0.0%,543136.0,118.0,198.0,316.0,407.0,77.64
543144,Hrišovce,8,SK,98.6%,0.0%,0.0%,0.0%,543144.0,65.0,88.0,153.0,237.0,64.56
