IDN4,obec,IDN2,nationality_majority,SK-2021-rate,HU-2021-rate,RMY-2021-rate,RUE-2021-rate,obec_code,Korčok,Pellegrini,voted,voters,turnout
521426,Hodkovce,8,SK,96.8%,0.3%,0.0%,0.0%,521426.0,120.0,96.0,216.0,304.0,71.05
521442,Hrašovík,8,SK,93.5%,0.3%,0.0%,0.3%,521442.0,120.0,116.0,236.0,323.0,73.07
521469,Hýľov,8,SK,98.4%,0.2%,0.0%,0.0%,521469.0,183.0,133.0,316.0,436.0,72.48
521477,Chrastné,8,SK,91.1%,0.8%,3.8%,0.6%,521477.0,126.0,186.0,312.0,522.0,59.77
521485,Janík - Jánok,8,SK,57.2%,38.8%,0.3%,0.2%,521485.0,119.0,144.0,263.0,494.0,53.24
521493,Jasov,8,SK,70.1%,5.2%,2.1%,0.1%,521493.0,342.0,537.0,879.0,2512.0,34.99
521507,Kalša,8,SK,97.1%,0.3%,0.0%,0.0%,521507.0,153.0,226.0,379.0,588.0,64.46
521523,Kecerovce,8,SK,62.7%,0.0%,32.6%,0.0%,521523.0,119.0,177.0,296.0,2329.0,12.71
521540,Kecerovský Lipovec,8,SK,97.3%,0.9%,0.0%,0.0%,521540.0,36.0,37.0,73.0,96.0,76.04
521558,Kokšov-Bakša,8,SK,96.8%,0.1%,0.2%,0.0%,521558.0,335.0,328.0,663.0,1024.0,64.75
521566,Komárovce - Komaróc,8,HU,39.8%,59.0%,0.0%,0.0%,521566.0,46.0,133.0,179.0,328.0,54.57
521574,Košická Belá,8,SK,96.8%,0.7%,0.0%,0.1%,521574.0,263.0,283.0,546.0,856.0,63.79
521582,Košická Polianka,8,SK,93.5%,0.4%,0.6%,0.0%,521582.0,224.0,282.0,506.0,854.0,59.25
521591,Košické Oľšany,8,SK,87.9%,0.4%,3.1%,0.0%,521591.0,265.0,269.0,534.0,1048.0,50.95
521604,Košický Klečenov,8,SK,96.3%,0.3%,0.0%,0.0%,521604.0,74.0,92.0,166.0,258.0,64.34
521612,Kráľovce,8,SK,92.1%,0.1%,2.9%,0.2%,521612.0,192.0,213.0,405.0,944.0,42.9
521639,Kysak,8,SK,95.4%,0.5%,0.0%,0.1%,521639.0,461.0,331.0,792.0,1159.0,68.33
521655,Malá Ida,8,SK,92.0%,1.4%,0.0%,0.3%,521655.0,662.0,388.0,1050.0,1477.0,71.09
521663,Malá Lodina,8,SK,93.4%,3.1%,0.0%,0.9%,521663.0,74.0,89.0,163.0,231.0,70.56
521671,Medzev,8,SK,82.8%,1.0%,3.1%,0.1%,521671.0,579.0,597.0,1176.0,3107.0,37.85
521680,Mokrance - Makranc,8,SK,75.3%,22.7%,0.1%,0.0%,521680.0,382.0,325.0,707.0,1246.0,56.74
521698,Moldava nad Bodvou - Szepsi,8,SK,52.4%,28.1%,15.3%,0.1%,521698.0,1414.0,1737.0,3151.0,7759.0,40.61
521701,Mudrovce,8,SK,90.8%,0.0%,0.0%,1.5%,521701.0,10.0,21.0,31.0,61.0,50.82
521728,Nižná Kamenica,8,SK,98.6%,0.0%,0.0%,0.0%,521728.0,175.0,172.0,347.0,545.0,63.67
521736,Nižná Myšľa,8,SK,91.9%,0.1%,0.8%,0.5%,521736.0,316.0,307.0,623.0,1168.0,53.34
521744,Nižný Čaj,8,SK,90.9%,0.0%,6.6%,0.0%,521744.0,48.0,94.0,142.0,229.0,62.01
521752,Nižný Klátov,8,SK,94.1%,0.5%,0.0%,0.1%,521752.0,275.0,270.0,545.0,746.0,73.06
521761,Nižný Lánec - Alsólánc,8,HU,25.3%,68.7%,0.4%,0.0%,521761.0,39.0,51.0,90.0,333.0,27.03
521779,Turnianska Nová Ves - Tornaújfalu,8,HU,17.5%,81.8%,0.0%,0.0%,521779.0,41.0,97.0,138.0,235.0,58.72
521787,Nováčany,8,SK,88.5%,0.7%,3.6%,0.0%,521787.0,141.0,192.0,333.0,608.0,54.77
521795,Nová Polhora,8,SK,97.8%,0.2%,0.0%,0.4%,521795.0,125.0,176.0,301.0,410.0,73.41
521809,Nový Salaš,8,SK,96.8%,0.0%,0.5%,0.9%,521809.0,58.0,64.0,122.0,190.0,64.21
521817,Obišovce,8,SK,97.2%,0.2%,0.0%,0.4%,521817.0,158.0,122.0,280.0,395.0,70.89
521825,Olšovany,8,SK,99.0%,0.0%,0.4%,0.0%,521825.0,136.0,171.0,307.0,516.0,59.5
521833,Opátka,8,SK,96.1%,0.0%,0.0%,0.0%,521833.0,54.0,42.0,96.0,128.0,75.0
521841,Opiná,8,SK,98.5%,0.0%,0.0%,0.0%,521841.0,26.0,53.0,79.0,160.0,49.38
521850,Paňovce,8,SK,91.7%,5.4%,0.0%,0.5%,521850.0,179.0,158.0,337.0,503.0,67.0
521868,Peder - Péder,8,HU,30.8%,67.4%,0.0%,0.3%,521868.0,54.0,77.0,131.0,304.0,43.09
521876,Perín-Chym - Perény - Hím,8,SK,72.7%,21.6%,0.0%,0.0%,521876.0,336.0,407.0,743.0,1296.0,57.33
521884,Ploské (KS),8,SK,94.4%,0.1%,0.4%,0.1%,521884.0,183.0,332.0,515.0,770.0,66.88
521892,Poproč (KS),8,SK,93.7%,0.4%,0.0%,0.2%,521892.0,550.0,850.0,1400.0,2208.0,63.41
521906,Rákoš (KS),8,SK,93.6%,0.8%,0.0%,0.0%,521906.0,77.0,85.0,162.0,315.0,51.43
521914,Rankovce,8,SK,85.8%,0.0%,9.0%,0.0%,521914.0,55.0,97.0,152.0,641.0,23.71
521922,Rešica - Reste,8,HU,26.3%,71.3%,0.0%,0.0%,521922.0,56.0,110.0,166.0,294.0,56.46
521931,Rozhanovce,8,SK,91.3%,0.4%,1.9%,0.3%,521931.0,745.0,543.0,1288.0,2017.0,63.86
521949,Rudník (KS),8,SK,96.1%,0.3%,0.0%,0.2%,521949.0,111.0,210.0,321.0,523.0,61.38
521957,Ruskov,8,SK,95.0%,0.3%,0.1%,0.1%,521957.0,416.0,418.0,834.0,1330.0,62.71
521965,Sady nad Torysou,8,SK,89.8%,1.1%,0.6%,0.3%,521965.0,443.0,433.0,876.0,1532.0,57.18
521973,Seňa,8,SK,86.4%,8.4%,1.0%,0.0%,521973.0,445.0,424.0,869.0,1700.0,51.12
521981,Skároš,8,SK,94.9%,0.0%,2.7%,0.1%,521981.0,244.0,268.0,512.0,880.0,58.18
522007,Slanec,8,SK,91.3%,0.5%,2.4%,0.0%,522007.0,219.0,351.0,570.0,1167.0,48.84
522015,Slanská Huta,8,SK,96.2%,0.4%,0.0%,0.0%,522015.0,72.0,60.0,132.0,201.0,65.67
522023,Slanské Nové Mesto,8,SK,97.6%,0.0%,0.0%,0.2%,522023.0,91.0,153.0,244.0,388.0,62.89
522031,Sokoľ,8,SK,96.0%,0.7%,1.0%,0.0%,522031.0,377.0,250.0,627.0,1026.0,61.11
522040,Svinica,8,SK,91.8%,1.0%,1.5%,0.4%,522040.0,171.0,248.0,419.0,791.0,52.97
522066,Šemša,8,SK,94.6%,0.8%,0.0%,0.1%,522066.0,263.0,275.0,538.0,796.0,67.59
522074,Štós,8,SK,84.4%,0.8%,2.8%,0.0%,522074.0,146.0,163.0,309.0,617.0,50.08
522082,Trebejov,8,SK,95.1%,0.5%,0.5%,0.0%,522082.0,91.0,37.0,128.0,184.0,69.57
522091,Trsťany,8,SK,99.0%,0.0%,0.0%,0.0%,522091.0,101.0,95.0,196.0,274.0,71.53
522104,Trstené pri Hornáde,8,SK,95.7%,0.3%,0.1%,0.1%,522104.0,294.0,416.0,710.0,1200.0,59.17
522121,Vajkovce,8,SK,88.4%,1.0%,1.0%,0.5%,522121.0,253.0,158.0,411.0,704.0,58.38
522139,Valaliky,8,SK,90.8%,0.4%,1.7%,0.1%,522139.0,1009.0,859.0,1868.0,3466.0,53.89
522147,Veľká Ida,8,SK,49.1%,7.5%,36.5%,0.1%,522147.0,263.0,442.0,705.0,2554.0,27.6
522155,Veľká Lodina,8,SK,74.2%,0.3%,21.4%,0.0%,522155.0,63.0,98.0,161.0,251.0,64.14
522163,Vtáčkovce,8,SK,64.7%,0.2%,30.0%,0.1%,522163.0,48.0,89.0,137.0,860.0,15.93
522171,Vyšná Hutka,8,SK,95.1%,0.2%,0.2%,0.8%,522171.0,132.0,140.0,272.0,439.0,61.96
522180,Vyšná Kamenica,8,SK,98.2%,0.6%,0.0%,0.0%,522180.0,116.0,90.0,206.0,305.0,67.54
522198,Vyšná Myšľa,8,SK,94.6%,0.4%,2.6%,0.0%,522198.0,261.0,239.0,500.0,792.0,63.13
522201,Vyšný Čaj,8,SK,98.5%,0.9%,0.0%,0.0%,522201.0,84.0,101.0,185.0,262.0,70.61
522210,Vyšný Klátov,8,SK,96.8%,0.9%,0.0%,0.0%,522210.0,149.0,111.0,260.0,398.0,65.33
522244,Zlatá Idka,8,SK,93.9%,1.0%,0.8%,0.0%,522244.0,145.0,124.0,269.0,323.0,83.28
522252,Žarnov - Zsarnó,8,HU,36.3%,54.5%,0.5%,0.0%,522252.0,33.0,179.0,212.0,362.0,58.56
522261,Ždaňa,8,SK,91.4%,0.2%,0.8%,0.0%,522261.0,306.0,325.0,631.0,1072.0,58.86
522279,Michalovce,8,SK,88.1%,0.3%,0.3%,0.3%,522279.0,6040.0,10032.0,16072.0,29055.0,55.32
522287,Bajany,8,SK,91.1%,6.0%,0.2%,0.0%,522287.0,63.0,122.0,185.0,357.0,51.82
522295,Bánovce nad Ondavou,8,SK,97.3%,0.3%,0.0%,0.4%,522295.0,117.0,227.0,344.0,572.0,60.14
522309,Baškovce (SO),8,SK,95.3%,0.0%,0.0%,0.4%,522309.0,48.0,81.0,129.0,198.0,65.15
522317,Beňatina,8,SK,86.2%,0.0%,0.0%,6.9%,522317.0,5.0,96.0,101.0,144.0,70.14
522325,Bežovce,8,SK,97.9%,0.1%,0.8%,0.1%,522325.0,81.0,285.0,366.0,751.0,48.74
522333,Blatná Polianka,8,SK,93.4%,0.0%,2.4%,0.0%,522333.0,15.0,86.0,101.0,152.0,66.45
522341,Blatné Remety,8,SK,76.6%,0.2%,16.2%,0.3%,522341.0,26.0,168.0,194.0,503.0,38.57
522350,Blatné Revištia,8,SK,93.6%,0.0%,0.0%,0.9%,522350.0,38.0,78.0,116.0,191.0,60.73
522368,Bracovce,8,SK,96.9%,0.1%,1.3%,0.1%,522368.0,51.0,352.0,403.0,740.0,54.46
522376,Budkovce,8,SK,95.1%,0.9%,0.7%,0.0%,522376.0,128.0,512.0,640.0,1187.0,53.92
522384,Bunkovce,8,SK,89.0%,0.3%,0.8%,0.0%,522384.0,44.0,82.0,126.0,281.0,44.84
522392,Čečehov,8,SK,94.0%,0.0%,1.0%,0.0%,522392.0,46.0,119.0,165.0,304.0,54.28
522406,Dúbravka,8,SK,95.3%,0.6%,0.0%,0.9%,522406.0,83.0,276.0,359.0,530.0,67.74
522414,Falkušovce,8,SK,90.9%,0.2%,2.0%,1.4%,522414.0,45.0,187.0,232.0,507.0,45.76
522422,Fekišovce,8,SK,97.2%,0.0%,0.3%,0.0%,522422.0,36.0,83.0,119.0,249.0,47.79
522431,Hatalov,8,SK,94.3%,0.4%,2.9%,0.3%,522431.0,63.0,257.0,320.0,571.0,56.04
522449,Hažín,8,SK,97.9%,0.0%,0.0%,0.6%,522449.0,71.0,153.0,224.0,377.0,59.42
522457,Hlivištia,8,SK,96.2%,1.6%,0.0%,0.3%,522457.0,35.0,170.0,205.0,282.0,72.7
522465,Hnojné,8,SK,88.8%,0.0%,4.7%,0.0%,522465.0,26.0,65.0,91.0,203.0,44.83
522473,Horňa,8,SK,96.7%,0.0%,0.0%,0.6%,522473.0,63.0,119.0,182.0,273.0,66.67
522481,Horovce (MI),8,SK,97.1%,0.5%,0.6%,0.0%,522481.0,65.0,272.0,337.0,640.0,52.66
522490,Husák,8,SK,87.5%,4.0%,0.0%,0.0%,522490.0,16.0,80.0,96.0,130.0,73.85
522503,Choňkovce,8,SK,93.8%,0.2%,0.0%,2.2%,522503.0,54.0,243.0,297.0,418.0,71.05
522511,Iňačovce,8,SK,95.9%,0.1%,0.8%,0.2%,522511.0,49.0,128.0,177.0,592.0,29.9
522520,Inovce,8,SK,86.0%,0.0%,0.0%,10.6%,522520.0,5.0,101.0,106.0,165.0,64.24
522538,Jasenov (SO),8,SK,96.9%,0.3%,0.0%,0.3%,522538.0,46.0,112.0,158.0,233.0,67.81
522546,Jastrabie pri Michalovciach,8,SK,97.0%,0.3%,0.7%,0.0%,522546.0,43.0,84.0,127.0,231.0,54.98
522554,Jenkovce,8,SK,89.6%,0.2%,0.0%,0.2%,522554.0,29.0,151.0,180.0,321.0,56.07
522562,Jovsa,8,SK,94.0%,0.5%,1.2%,0.0%,522562.0,116.0,301.0,417.0,677.0,61.6
522571,Kačanov,8,SK,98.8%,0.0%,0.4%,0.0%,522571.0,18.0,96.0,114.0,344.0,33.14
522589,Kaluža,8,SK,95.0%,0.2%,0.0%,0.5%,522589.0,111.0,162.0,273.0,401.0,68.08
522597,Klokočov (MI),8,SK,97.3%,0.0%,0.0%,1.2%,522597.0,91.0,195.0,286.0,410.0,69.76
522601,Kolibabovce,8,SK,89.0%,0.0%,0.0%,0.0%,522601.0,20.0,56.0,76.0,135.0,56.3
522627,Koňuš,8,SK,95.8%,0.3%,0.0%,0.3%,522627.0,26.0,175.0,201.0,259.0,77.61
522635,Zemplínske Kopčany,8,SK,85.0%,9.9%,1.6%,0.0%,522635.0,9.0,65.0,74.0,316.0,23.42
522643,Koromľa,8,SK,97.6%,0.0%,0.2%,0.5%,522643.0,51.0,140.0,191.0,354.0,53.95
522651,Krásnovce,8,SK,97.0%,0.0%,0.0%,0.5%,522651.0,110.0,250.0,360.0,523.0,68.83
522660,Krčava,8,SK,86.2%,2.4%,0.0%,0.2%,522660.0,35.0,173.0,208.0,340.0,61.18
522678,Kristy,8,SK,91.2%,0.0%,1.8%,0.0%,522678.0,17.0,85.0,102.0,251.0,40.64
522686,Kusín,8,SK,94.8%,0.0%,0.0%,0.3%,522686.0,82.0,105.0,187.0,281.0,66.55
522694,Lastomír,8,SK,97.0%,0.0%,0.6%,0.2%,522694.0,171.0,391.0,562.0,969.0,58.0
522708,Laškovce,8,SK,91.4%,0.0%,5.4%,0.0%,522708.0,26.0,152.0,178.0,474.0,37.55
522716,Lekárovce,8,SK,95.9%,1.3%,0.0%,0.0%,522716.0,69.0,329.0,398.0,739.0,53.86
522724,Lesné,8,SK,90.7%,0.4%,5.3%,0.2%,522724.0,67.0,134.0,201.0,329.0,61.09
522732,Ložín,8,SK,97.7%,0.1%,0.5%,0.0%,522732.0,85.0,230.0,315.0,657.0,47.95
522741,Lúčky (MI),8,SK,91.7%,0.0%,4.6%,0.2%,522741.0,47.0,180.0,227.0,459.0,49.46
522759,Malčice,8,SK,89.5%,0.0%,2.1%,0.1%,522759.0,36.0,279.0,315.0,1031.0,30.55
522767,Malé Raškovce - Kisráska,8,SK,63.5%,34.7%,0.0%,0.0%,522767.0,33.0,85.0,118.0,195.0,60.51
522783,Markovce,8,SK,91.5%,0.0%,3.5%,0.1%,522783.0,24.0,242.0,266.0,707.0,37.62
522791,Moravany,8,SK,96.9%,0.0%,0.1%,0.3%,522791.0,146.0,291.0,437.0,835.0,52.34
522805,Nacina Ves,8,SK,96.0%,0.0%,1.5%,0.1%,522805.0,160.0,461.0,621.0,1426.0,43.55
522813,Nižná Rybnica,8,SK,93.4%,0.2%,0.0%,1.5%,522813.0,23.0,141.0,164.0,333.0,49.25
522821,Nižné Nemecké,8,SK,93.9%,0.3%,0.0%,0.9%,522821.0,11.0,130.0,141.0,236.0,59.75
522830,Orechová,8,SK,94.2%,1.2%,0.8%,0.0%,522830.0,32.0,68.0,100.0,194.0,51.55
522848,Oreské (MI),8,SK,97.4%,0.2%,0.0%,0.0%,522848.0,80.0,159.0,239.0,387.0,61.76
522856,Ostrov (SO),8,SK,92.4%,0.0%,1.2%,0.3%,522856.0,36.0,101.0,137.0,257.0,53.31
522864,Palín,8,SK,93.4%,0.5%,0.8%,0.1%,522864.0,72.0,216.0,288.0,680.0,42.35
522872,Pavlovce nad Uhom,8,SK,88.4%,0.4%,4.6%,0.0%,522872.0,148.0,574.0,722.0,3436.0,21.01
522881,Petrikovce,8,SK,92.1%,1.0%,0.5%,0.0%,522881.0,19.0,69.0,88.0,165.0,53.33
522899,Petrovce (SO),8,SK,97.5%,0.5%,0.0%,0.0%,522899.0,26.0,82.0,108.0,171.0,63.16
522902,Petrovce nad Laborcom,8,SK,95.9%,0.1%,1.4%,0.1%,522902.0,125.0,231.0,356.0,779.0,45.7
522911,Pinkovce,8,SK,96.7%,0.0%,0.0%,0.6%,522911.0,22.0,75.0,97.0,159.0,61.01
522929,Podhoroď,8,SK,85.2%,0.6%,0.3%,3.9%,522929.0,24.0,130.0,154.0,256.0,60.16
522937,Porostov,8,SK,98.5%,0.0%,0.0%,0.0%,522937.0,15.0,104.0,119.0,157.0,75.8
522945,Poruba pod Vihorlatom,8,SK,97.5%,0.0%,0.0%,0.8%,522945.0,76.0,252.0,328.0,491.0,66.8
522953,Porúbka (SO),8,SK,98.3%,0.2%,0.0%,0.0%,522953.0,47.0,144.0,191.0,330.0,57.88
522961,Pozdišovce,8,SK,95.7%,0.7%,0.4%,0.3%,522961.0,182.0,413.0,595.0,1057.0,56.29
522970,Priekopa,8,SK,96.4%,0.0%,0.0%,0.0%,522970.0,36.0,107.0,143.0,232.0,61.64
522988,Pusté Čemerné,8,SK,96.4%,0.0%,0.0%,0.3%,522988.0,52.0,154.0,206.0,297.0,69.36
522996,Rakovec nad Ondavou,8,SK,96.1%,0.6%,0.2%,0.0%,522996.0,125.0,293.0,418.0,847.0,49.35
523003,Remetské Hámre,8,SK,91.5%,0.2%,0.0%,0.0%,523003.0,67.0,253.0,320.0,499.0,64.13
523011,Ruská Bystrá,8,SK,84.3%,0.0%,0.0%,12.0%,523011.0,8.0,53.0,61.0,99.0,61.62
523020,Ruskovce (SO),8,SK,94.8%,0.0%,0.4%,1.2%,523020.0,22.0,110.0,132.0,198.0,66.67
523038,Ruský Hrabovec,8,SK,84.6%,0.3%,0.3%,9.9%,523038.0,25.0,143.0,168.0,250.0,67.2
523046,Sejkov,8,SK,81.8%,2.6%,3.1%,0.0%,523046.0,27.0,64.0,91.0,150.0,60.67
523054,Senné (MI),8,SK,93.2%,0.0%,2.3%,0.1%,523054.0,39.0,197.0,236.0,605.0,39.01
523062,Slavkovce,8,SK,89.8%,0.4%,2.4%,0.0%,523062.0,55.0,97.0,152.0,498.0,30.52
523071,Sliepkovce,8,SK,96.6%,0.4%,0.7%,0.0%,523071.0,74.0,162.0,236.0,597.0,39.53
523089,Sobrance,8,SK,78.0%,0.3%,16.8%,0.5%,523089.0,662.0,1696.0,2358.0,4305.0,54.77
523097,Staré,8,SK,96.8%,0.1%,0.0%,0.0%,523097.0,101.0,236.0,337.0,609.0,55.34
523101,Strážske,8,SK,89.0%,0.2%,0.9%,0.4%,523101.0,535.0,1195.0,1730.0,3394.0,50.97
523119,Stretava,8,SK,92.3%,0.3%,2.3%,0.0%,523119.0,57.0,120.0,177.0,538.0,32.9
523127,Stretavka,8,SK,91.0%,0.0%,0.0%,0.0%,523127.0,20.0,52.0,72.0,136.0,52.94
523135,Suché,8,SK,97.8%,0.0%,0.0%,0.0%,523135.0,57.0,157.0,214.0,343.0,62.39
523143,Svätuš,8,SK,97.1%,1.0%,0.0%,0.0%,523143.0,12.0,45.0,57.0,87.0,65.52
523151,Šamudovce,8,SK,96.5%,0.0%,2.1%,0.6%,523151.0,59.0,129.0,188.0,450.0,41.78
523160,Tašuľa,8,SK,94.0%,0.5%,0.5%,0.5%,523160.0,25.0,51.0,76.0,170.0,44.71
523178,Tibava,8,SK,84.5%,0.0%,6.9%,0.2%,523178.0,49.0,174.0,223.0,415.0,53.73
523186,Trhovište,8,SK,93.0%,0.3%,1.3%,0.0%,523186.0,85.0,562.0,647.0,1392.0,46.48
523194,Trnava pri Laborci,8,SK,94.0%,0.0%,0.7%,0.0%,523194.0,97.0,231.0,328.0,500.0,65.6
523208,Tušice,8,SK,96.9%,0.1%,1.9%,0.0%,523208.0,72.0,236.0,308.0,542.0,56.83
523216,Tušická Nová Ves,8,SK,97.9%,0.4%,0.0%,0.0%,523216.0,80.0,209.0,289.0,423.0,68.32
523224,Úbrež,8,SK,76.2%,2.2%,5.8%,0.4%,523224.0,61.0,152.0,213.0,621.0,34.3
523232,Veľké Revištia,8,SK,98.2%,0.4%,0.0%,0.0%,523232.0,73.0,198.0,271.0,393.0,68.96
523241,Zalužice,8,SK,96.7%,0.0%,0.2%,0.1%,523241.0,228.0,375.0,603.0,936.0,64.42
523259,Vinné,8,SK,88.8%,0.7%,0.0%,0.6%,523259.0,430.0,589.0,1019.0,1655.0,61.57
523267,Vojnatina,8,SK,98.8%,0.0%,0.0%,0.0%,523267.0,32.0,98.0,130.0,201.0,64.68
523275,Voľa,8,SK,93.1%,0.0%,0.0%,0.0%,523275.0,19.0,116.0,135.0,217.0,62.21
523283,Vrbnica,8,SK,96.1%,0.1%,0.4%,0.0%,523283.0,27.0,296.0,323.0,742.0,43.53
523291,Vysoká nad Uhom,8,SK,95.3%,0.3%,0.1%,0.1%,523291.0,73.0,241.0,314.0,636.0,49.37
523305,Vyšná Rybnica,8,SK,91.8%,0.0%,1.3%,0.0%,523305.0,43.0,138.0,181.0,317.0,57.1
523313,Vyšné Nemecké,8,SK,87.8%,0.8%,0.0%,0.0%,523313.0,19.0,80.0,99.0,173.0,57.23
523321,Vyšné Remety,8,SK,93.8%,0.0%,0.0%,0.0%,523321.0,37.0,194.0,231.0,328.0,70.43
523330,Záhor,8,SK,92.1%,0.9%,0.2%,0.0%,523330.0,48.0,201.0,249.0,493.0,50.51
523348,Závadka (MI),8,SK,93.6%,0.0%,0.4%,0.7%,523348.0,31.0,149.0,180.0,333.0,54.05
523356,Zbudza,8,SK,96.4%,0.2%,0.0%,0.6%,523356.0,79.0,160.0,239.0,424.0,56.37
523364,Zemplínska Široká,8,SK,93.0%,0.2%,0.7%,0.6%,523364.0,114.0,325.0,439.0,834.0,52.64
523372,Žbince,8,SK,90.4%,0.5%,3.6%,0.0%,523372.0,38.0,234.0,272.0,742.0,36.66
523381,Poprad,7,SK,92.6%,0.2%,0.4%,0.2%,523381.0,12723.0,10994.0,23717.0,39401.0,60.19
523399,Abrahámovce (KK),7,SK,99.2%,0.0%,0.0%,0.0%,523399.0,68.0,54.0,122.0,216.0,56.48
523402,Batizovce,7,SK,90.0%,0.0%,2.8%,0.2%,523402.0,583.0,485.0,1068.0,1887.0,56.6
523411,Bušovce,7,SK,94.1%,0.0%,0.0%,0.3%,523411.0,47.0,91.0,138.0,248.0,55.65
523429,Červený Kláštor,7,SK,99.1%,0.0%,0.0%,0.0%,523429.0,86.0,107.0,193.0,241.0,80.08
523437,Gánovce,7,SK,88.7%,0.0%,3.0%,0.2%,523437.0,303.0,327.0,630.0,1098.0,57.38
523445,Gerlachov (PP),7,SK,88.3%,0.1%,5.0%,0.1%,523445.0,211.0,144.0,355.0,702.0,50.57
523461,Havka,7,SK,95.6%,0.0%,0.0%,0.0%,523461.0,11.0,15.0,26.0,39.0,66.67
523470,Holumnica,7,SK,93.1%,0.3%,4.3%,0.0%,523470.0,51.0,135.0,186.0,699.0,26.61
523488,Hôrka,7,SK,95.2%,0.0%,0.2%,0.1%,523488.0,484.0,571.0,1055.0,1626.0,64.88
523496,Hozelec,7,SK,95.6%,0.1%,0.0%,0.0%,523496.0,182.0,196.0,378.0,607.0,62.27
523500,Hradisko,7,SK,100.0%,0.0%,0.0%,0.0%,523500.0,42.0,21.0,63.0,89.0,70.79
523518,Hranovnica,7,SK,90.3%,0.1%,6.4%,0.0%,523518.0,323.0,454.0,777.0,2194.0,35.41
523526,Huncovce,7,SK,94.1%,0.0%,3.9%,0.0%,523526.0,383.0,378.0,761.0,1982.0,38.4
523534,Ihľany,7,SK,89.2%,0.1%,9.0%,0.7%,523534.0,84.0,169.0,253.0,1092.0,23.17
523542,Jánovce (PP),7,SK,98.1%,0.0%,0.9%,0.1%,523542.0,212.0,187.0,399.0,1064.0,37.5
523569,Jezersko,7,SK,94.7%,0.0%,0.0%,0.0%,523569.0,29.0,44.0,73.0,90.0,81.11
523577,Jurské,7,SK,90.2%,0.1%,6.6%,0.0%,523577.0,24.0,49.0,73.0,883.0,8.27
523585,Kežmarok,7,SK,90.5%,0.2%,0.6%,0.2%,523585.0,3749.0,3461.0,7210.0,12194.0,59.13
523593,Kravany (PP),7,SK,94.9%,0.0%,3.5%,0.1%,523593.0,198.0,206.0,404.0,715.0,56.5
523607,Krížová Ves,7,SK,94.6%,0.1%,4.6%,0.0%,523607.0,213.0,164.0,377.0,1491.0,25.29
523615,Lechnica,7,SK,95.2%,0.0%,0.0%,0.0%,523615.0,50.0,69.0,119.0,202.0,58.91
523623,Lendak,7,SK,99.3%,0.0%,0.0%,0.0%,523623.0,1190.0,909.0,2099.0,3866.0,54.29
523631,Liptovská Teplička,7,SK,92.8%,0.0%,4.7%,0.0%,523631.0,301.0,555.0,856.0,1761.0,48.61
523658,Lučivná,7,SK,86.0%,0.2%,3.6%,0.0%,523658.0,166.0,196.0,362.0,781.0,46.35
523674,Majere,7,SK,94.7%,0.0%,0.0%,0.0%,523674.0,22.0,42.0,64.0,97.0,65.98
523682,Ľubica,7,SK,93.6%,0.1%,3.1%,0.4%,523682.0,786.0,1052.0,1838.0,3282.0,56.0
523712,Matiašovce,7,SK,97.8%,0.0%,0.6%,0.1%,523712.0,133.0,213.0,346.0,600.0,57.67
523721,Mengusovce,7,SK,90.5%,0.0%,1.6%,0.0%,523721.0,151.0,109.0,260.0,508.0,51.18
523739,Mlynčeky,7,SK,95.9%,0.1%,0.0%,0.0%,523739.0,212.0,138.0,350.0,541.0,64.7
523747,Mlynica,7,SK,94.9%,0.0%,0.0%,0.0%,523747.0,215.0,207.0,422.0,593.0,71.16
523763,Nová Lesná,7,SK,90.6%,0.3%,3.2%,0.2%,523763.0,341.0,402.0,743.0,1381.0,53.8
523771,Osturňa,7,SK,96.6%,0.0%,0.0%,0.7%,523771.0,65.0,135.0,200.0,290.0,68.97
523780,Podhorany (KK),7,XR,26.3%,0.0%,70.5%,0.0%,523780.0,87.0,255.0,342.0,1465.0,23.34
523798,Rakúsy,7,XR,27.3%,0.0%,70.8%,0.0%,523798.0,137.0,510.0,647.0,1942.0,33.32
523801,Reľov,7,SK,97.0%,0.0%,0.6%,0.0%,523801.0,55.0,84.0,139.0,280.0,49.64
523810,Slovenská Ves,7,SK,96.2%,0.0%,2.0%,0.0%,523810.0,340.0,357.0,697.0,1416.0,49.22
523828,Spišská Belá,7,SK,90.1%,0.1%,0.9%,0.0%,523828.0,1520.0,1339.0,2859.0,5064.0,56.46
523836,Spišská Stará Ves,7,SK,92.5%,0.1%,2.2%,0.2%,523836.0,397.0,526.0,923.0,1647.0,56.04
523844,Spišská Teplica,7,SK,96.0%,0.1%,0.6%,0.0%,523844.0,547.0,529.0,1076.0,1798.0,59.84
523852,Spišské Bystré,7,SK,95.8%,0.1%,1.7%,0.1%,523852.0,589.0,602.0,1191.0,1926.0,61.84
523861,Spišské Hanušovce,7,SK,97.2%,0.0%,0.6%,0.0%,523861.0,163.0,172.0,335.0,559.0,59.93
523879,Spišský Štiavnik,7,SK,87.6%,0.0%,1.1%,0.0%,523879.0,413.0,460.0,873.0,1843.0,47.37
523887,Stará Lesná,7,SK,87.4%,0.2%,2.5%,0.2%,523887.0,217.0,231.0,448.0,871.0,51.44
523909,Stráne pod Tatrami,7,SK,94.8%,0.0%,4.1%,0.0%,523909.0,81.0,205.0,286.0,1299.0,22.02
