IDN4,obec,populace,centroid-lat,centroid-lon,obec_code,Korčok,Pellegrini,voted,voters,turnout
525839,Kobeliarovo,493,48.7497967,20.3684909,525839.0,33.0,130.0,163.0,310.0,52.58
525847,Koceľovce,231,48.7157128,20.3419637,525847.0,26.0,85.0,111.0,175.0,63.43
525855,Kováčová (RV) - Kiskovácsvágása,57,48.6459611,20.7003389,525855.0,19.0,26.0,45.0,76.0,59.21
525863,Krásnohorská Dlhá Lúka - Várhosszúrét,700,48.6189466,20.5707296,525863.0,129.0,134.0,263.0,567.0,46.38
525871,Krásnohorské Podhradie - Krasznahorkaváralja,2793,48.659562,20.5994235,525871.0,282.0,314.0,596.0,2010.0,29.65
525898,Kunova Teplica - Kuntapolca,730,48.6121628,20.3820961,525898.0,47.0,80.0,127.0,556.0,22.84
525901,Licince - Lice,795,48.534145,20.2932026,525901.0,26.0,186.0,212.0,534.0,39.7
525910,Lipovník (RV) - Hárskút,537,48.6216631,20.6216275,525910.0,109.0,113.0,222.0,420.0,52.86
525928,Lubeník,1257,48.6536169,20.1770826,525928.0,76.0,319.0,395.0,1010.0,39.11
525936,Lúčka (RV) - Lucska,180,48.6384908,20.7281663,525936.0,41.0,42.0,83.0,166.0,50.0
525944,Magnezitovce,455,48.6781748,20.2411129,525944.0,15.0,152.0,167.0,357.0,46.78
525952,Markuška,150,48.7303895,20.3132058,525952.0,23.0,47.0,70.0,119.0,58.82
525961,Meliata - Melléte,183,48.5158064,20.3309509,525961.0,13.0,56.0,69.0,152.0,45.39
525987,Muráň,1236,48.7581821,20.0145249,525987.0,147.0,318.0,465.0,962.0,48.34
525995,Muránska Dlhá Lúka,918,48.7195829,20.0795562,525995.0,102.0,274.0,376.0,684.0,54.97
526002,Muránska Huta,178,48.7747351,20.1213423,526002.0,89.0,77.0,166.0,237.0,70.04
526011,Muránska Lehota,199,48.7156326,20.0359798,526011.0,20.0,83.0,103.0,159.0,64.78
526029,Muránska Zdychava,228,48.7601097,20.1607568,526029.0,10.0,87.0,97.0,182.0,53.3
526037,Nandraž,274,48.61498,20.1832767,526037.0,18.0,45.0,63.0,174.0,36.21
526045,Nižná Slaná,1204,48.725341,20.4075592,526045.0,76.0,337.0,413.0,921.0,44.84
526053,Ochtiná,554,48.6796681,20.3114563,526053.0,28.0,134.0,162.0,417.0,38.85
526061,Pača,544,48.7057338,20.6246195,526061.0,93.0,207.0,300.0,449.0,66.82
526070,Pašková - Páskaháza,339,48.5879766,20.3843323,526070.0,13.0,25.0,38.0,245.0,15.51
526088,Petrovo,105,48.7150273,20.370071,526088.0,0.0,37.0,37.0,75.0,49.33
526096,Plešivec - Pelsőc,2225,48.5822889,20.4173194,526096.0,304.0,392.0,696.0,1778.0,39.15
526100,Prihradzany,73,48.5814452,20.243778,526100.0,8.0,35.0,43.0,65.0,66.15
526118,Rákoš (RA),409,48.6016324,20.1423052,526118.0,20.0,125.0,145.0,316.0,45.89
526126,Rakovnica,598,48.657165,20.4549338,526126.0,83.0,211.0,294.0,491.0,59.88
526134,Rejdová,740,48.7959875,20.2472779,526134.0,80.0,157.0,237.0,521.0,45.49
526142,Revúca,11484,48.6987522,20.1128172,526142.0,1535.0,3082.0,4617.0,8989.0,51.36
526151,Revúcka Lehota,310,48.6791798,20.1774641,526151.0,94.0,96.0,190.0,242.0,78.51
526177,Rochovce,324,48.7000582,20.2930554,526177.0,20.0,108.0,128.0,271.0,47.23
526185,Roštár,634,48.6963764,20.3630144,526185.0,20.0,144.0,164.0,439.0,37.36
526193,Rozložná,217,48.6171773,20.3312743,526193.0,9.0,50.0,59.0,154.0,38.31
526207,Rožňavské Bystré,597,48.673826,20.4416853,526207.0,94.0,195.0,289.0,473.0,61.1
526215,Rudná - Rozsnyórudna,704,48.6632454,20.4841374,526215.0,150.0,193.0,343.0,591.0,58.04
526223,Silica - Szilice,542,48.5692194,20.5286036,526223.0,41.0,89.0,130.0,433.0,30.02
526231,Silická Brezová - Szádvárborsa,142,48.5333964,20.4885701,526231.0,20.0,45.0,65.0,121.0,53.72
526240,Silická Jablonica - Jablonca,182,48.5662926,20.5913535,526240.0,36.0,46.0,82.0,159.0,51.57
526258,Sirk,1314,48.6346975,20.099186,526258.0,51.0,317.0,368.0,886.0,41.53
526266,Slavec - Szalóc,473,48.5790479,20.4696695,526266.0,44.0,133.0,177.0,378.0,46.83
526274,Slavoška,132,48.736314,20.3374727,526274.0,4.0,38.0,42.0,80.0,52.5
526282,Slavošovce,1797,48.721885,20.2743947,526282.0,89.0,412.0,501.0,1378.0,36.36
526291,Stratená,120,48.8529422,20.3470148,526291.0,38.0,52.0,90.0,123.0,73.17
526304,Šivetice,360,48.5734517,20.269367,526304.0,6.0,119.0,125.0,260.0,48.08
526312,Štítnik,1478,48.58859,20.3589304,526312.0,138.0,431.0,569.0,1175.0,48.43
526321,Turčok,287,48.6391221,20.1417072,526321.0,16.0,76.0,92.0,206.0,44.66
526339,Vlachovo,785,48.7919768,20.4230358,526339.0,124.0,335.0,459.0,638.0,71.94
526347,Vyšná Slaná,445,48.7893604,20.3262484,526347.0,62.0,190.0,252.0,382.0,65.97
526355,Spišská Nová Ves,35431,48.9080359,20.5225481,526355.0,8143.0,8233.0,16376.0,27544.0,59.45
526363,Arnutovce,812,48.9803363,20.4932245,526363.0,104.0,71.0,175.0,548.0,31.93
526371,Baldovce,172,48.9900124,20.7146571,526371.0,30.0,66.0,96.0,127.0,75.59
526380,Beharovce,169,49.0069231,20.8187905,526380.0,56.0,52.0,108.0,143.0,75.52
526398,Betlanovce,744,48.9660853,20.3521306,526398.0,99.0,180.0,279.0,574.0,48.61
526401,Bijacovce,967,49.0404537,20.812207,526401.0,173.0,235.0,408.0,674.0,60.53
526410,Brutovce,150,49.0895472,20.7908201,526410.0,29.0,62.0,91.0,130.0,70.0
526428,Buglovce,280,48.9841901,20.6934317,526428.0,83.0,52.0,135.0,219.0,61.64
526436,Bystrany,3824,48.9573757,20.7527607,526436.0,116.0,359.0,475.0,2374.0,20.01
526444,Danišovce,575,48.9588331,20.6176926,526444.0,126.0,207.0,333.0,442.0,75.34
526452,Dlhé Stráže,597,49.0276948,20.5211734,526452.0,128.0,100.0,228.0,425.0,53.65
526461,Doľany (LE),779,49.0223938,20.6476903,526461.0,47.0,164.0,211.0,455.0,46.37
526479,Domaňovce,907,48.9693676,20.65206,526479.0,223.0,229.0,452.0,715.0,63.22
526487,Dravce,809,49.0252336,20.4925608,526487.0,117.0,180.0,297.0,635.0,46.77
526495,Dúbrava (LE),329,48.984328,20.8565181,526495.0,97.0,97.0,194.0,268.0,72.39
526509,Gelnica,5951,48.8317541,20.9360542,526509.0,906.0,1730.0,2636.0,4725.0,55.79
526517,Granč-Petrovce,633,48.997247,20.8060376,526517.0,152.0,205.0,357.0,499.0,71.54
526525,Harakovce,58,48.998627,20.8456347,526525.0,12.0,21.0,33.0,49.0,67.35
526533,Harichovce,1842,48.9622119,20.5855672,526533.0,483.0,455.0,938.0,1487.0,63.08
526541,Helcmanovce,1414,48.8370908,20.8575912,526541.0,143.0,398.0,541.0,1135.0,47.67
526550,Henclová,100,48.7695065,20.5769089,526550.0,34.0,49.0,83.0,111.0,74.77
526568,Hincovce,253,48.9642012,20.7214459,526568.0,38.0,111.0,149.0,210.0,70.95
526576,Hnilčík,542,48.853859,20.5458533,526576.0,117.0,152.0,269.0,466.0,57.73
526584,Hnilec,414,48.8283388,20.5003758,526584.0,69.0,132.0,201.0,363.0,55.37
526592,Hrabušice,2583,48.9506018,20.3809604,526592.0,266.0,466.0,732.0,1876.0,39.02
526606,Vyšné Repaše,87,49.067788,20.6857058,526606.0,27.0,28.0,55.0,77.0,71.43
526614,Vyšný Slavkov,260,49.0658895,20.8705393,526614.0,54.0,99.0,153.0,232.0,65.95
526631,Závadka (GL),598,48.8736731,20.6237513,526631.0,113.0,109.0,222.0,429.0,51.75
526649,Žakarovce,699,48.8808725,20.9281566,526649.0,60.0,258.0,318.0,522.0,60.92
526657,Žehra,2602,48.9828521,20.7953113,526657.0,75.0,267.0,342.0,1538.0,22.24
526665,Stará Ľubovňa,15938,49.3153929,20.6939167,526665.0,2896.0,3570.0,6466.0,12002.0,53.87
526673,Čirč - Чірч,1330,49.274523,20.9445455,526673.0,187.0,470.0,657.0,993.0,66.16
526681,Ďurková,224,49.2402911,20.8570545,526681.0,33.0,101.0,134.0,185.0,72.43
526690,Forbasy,459,49.2852085,20.6121195,526690.0,131.0,101.0,232.0,348.0,66.67
526703,Hajtovka,68,49.3021281,20.7651618,526703.0,10.0,36.0,46.0,61.0,75.41
526711,Haligovce,650,49.3662893,20.4504051,526711.0,52.0,233.0,285.0,507.0,56.21
526720,Hniezdne,1428,49.2992704,20.6348122,526720.0,226.0,356.0,582.0,1082.0,53.79
526738,Hraničné,193,49.3810333,20.6969693,526738.0,33.0,59.0,92.0,157.0,58.6
526746,Hromoš,498,49.2423814,20.7992863,526746.0,89.0,158.0,247.0,380.0,65.0
526754,Chmeľnica,980,49.2889645,20.7349849,526754.0,251.0,220.0,471.0,782.0,60.23
526762,Jakubany,2841,49.206618,20.6804758,526762.0,194.0,635.0,829.0,2048.0,40.48
526771,Jarabina - Орябина,919,49.3622196,20.6605457,526771.0,86.0,289.0,375.0,713.0,52.59
526789,Kamienka (SL) - Камюнка,1336,49.348798,20.5948217,526789.0,137.0,454.0,591.0,1031.0,57.32
526797,Kolačkov,1266,49.247009,20.6366324,526797.0,264.0,260.0,524.0,835.0,62.75
526801,Kremná,94,49.3579452,20.6982613,526801.0,28.0,31.0,59.0,80.0,73.75
526819,Kyjov,737,49.2283187,20.9548879,526819.0,48.0,257.0,305.0,536.0,56.9
526827,Lacková,154,49.3158638,20.5875153,526827.0,31.0,58.0,89.0,133.0,66.92
526835,Legnava,94,49.3298828,20.8609387,526835.0,26.0,28.0,54.0,106.0,50.94
526843,Lesnica,488,49.3997511,20.4698114,526843.0,62.0,170.0,232.0,371.0,62.53
526851,Litmanová - Літманова,633,49.3839513,20.6240087,526851.0,61.0,163.0,224.0,513.0,43.66
526860,Lomnička,3239,49.2318965,20.5952824,526860.0,22.0,345.0,367.0,1827.0,20.09
526878,Ľubotín,1319,49.2610247,20.8859857,526878.0,128.0,391.0,519.0,997.0,52.06
526886,Malý Lipník,455,49.3346692,20.7876447,526886.0,111.0,148.0,259.0,371.0,69.81
526894,Matysová - Матисова,56,49.3250682,20.7506564,526894.0,26.0,22.0,48.0,60.0,80.0
526908,Mníšek nad Popradom,611,49.4018977,20.7146399,526908.0,164.0,131.0,295.0,461.0,63.99
526916,Nižné Ružbachy,626,49.2825358,20.581476,526916.0,120.0,183.0,303.0,472.0,64.19
526924,Nová Ľubovňa,3009,49.2700719,20.6851239,526924.0,688.0,794.0,1482.0,2311.0,64.13
526932,Obručné - Обручне,26,49.2932543,20.9869242,526932.0,10.0,23.0,33.0,37.0,89.19
526941,Orlov,601,49.2981026,20.8770103,526941.0,113.0,212.0,325.0,527.0,61.67
526959,Plaveč,1786,49.261337,20.8388999,526959.0,248.0,617.0,865.0,1394.0,62.05
526967,Plavnica,1637,49.2693634,20.7688914,526967.0,464.0,348.0,812.0,1249.0,65.01
526975,Podolínec,3108,49.2784454,20.530095,526975.0,542.0,672.0,1214.0,2347.0,51.73
526983,Pusté Pole,217,49.2137481,20.904428,526983.0,29.0,94.0,123.0,177.0,69.49
526991,Ruská Voľa nad Popradom - Руська Воля над Попрадом,80,49.2914945,20.9635863,526991.0,16.0,40.0,56.0,74.0,75.68
527009,Starina,52,49.3194962,20.8307755,527009.0,14.0,23.0,37.0,52.0,71.15
527017,Stráňany - Страняны,187,49.3587581,20.5398994,527017.0,45.0,60.0,105.0,153.0,68.63
527025,Sulín,305,49.3622704,20.7488522,527025.0,39.0,112.0,151.0,244.0,61.89
527033,Šambron,376,49.2210532,20.744961,527033.0,44.0,171.0,215.0,289.0,74.39
527041,Šarišské Jastrabie,1492,49.2453126,20.9330641,527041.0,128.0,339.0,467.0,953.0,49.0
527050,Údol - Удол,371,49.2968983,20.8083463,527050.0,85.0,136.0,221.0,294.0,75.17
527068,Veľká Lesná,502,49.3234433,20.4385177,527068.0,120.0,140.0,260.0,383.0,67.89
527076,Veľký Lipník,914,49.3589154,20.4972538,527076.0,134.0,337.0,471.0,698.0,67.48
527084,Vislanka,265,49.2257398,20.8618163,527084.0,33.0,92.0,125.0,217.0,57.6
527092,Vyšné Ružbachy,1404,49.3161565,20.5518788,527092.0,321.0,420.0,741.0,1197.0,61.9
527106,Svidník,10168,49.3074887,21.5728336,527106.0,1340.0,3275.0,4615.0,7980.0,57.83
527114,Baňa,187,49.216821,21.6082576,527114.0,48.0,39.0,87.0,165.0,52.73
527122,Belejovce,24,49.3741585,21.5421496,527122.0,15.0,7.0,22.0,29.0,75.86
527131,Beňadikovce - Бенядиківцї,204,49.2280987,21.5444495,527131.0,16.0,69.0,85.0,157.0,54.14
527149,Bodružal,60,49.3516173,21.7101013,527149.0,4.0,25.0,29.0,52.0,55.77
527157,Breznica,814,49.1602203,21.667578,527157.0,108.0,277.0,385.0,642.0,59.97
527165,Breznička (SP),127,49.2253743,21.7084776,527165.0,17.0,49.0,66.0,109.0,60.55
527173,Brusnica,308,49.1495441,21.7035226,527173.0,32.0,103.0,135.0,233.0,57.94
527181,Bukovce,522,49.2686725,21.713176,527181.0,54.0,186.0,240.0,414.0,57.97
527190,Bystrá (SP),21,49.2455981,21.8205582,527190.0,3.0,21.0,24.0,26.0,92.31
527203,Bžany,215,49.0709362,21.6402518,527203.0,54.0,91.0,145.0,254.0,57.09
527211,Cernina,581,49.2981411,21.4739286,527211.0,37.0,226.0,263.0,451.0,58.31
527220,Cigla - Ціґла,74,49.3618823,21.3956873,527220.0,8.0,44.0,52.0,79.0,65.82
527238,Dlhoňa,91,49.4144664,21.5698436,527238.0,4.0,37.0,41.0,68.0,60.29
527246,Dobroslava - Доброслава,46,49.3666356,21.6174392,527246.0,11.0,19.0,30.0,40.0,75.0
527254,Dubová (SK) - Дубова,200,49.3591394,21.4354475,527254.0,20.0,84.0,104.0,171.0,60.82
527262,Duplín,509,49.2366136,21.6230115,527262.0,72.0,153.0,225.0,391.0,57.54
527271,Fijaš,146,49.1271763,21.5788645,527271.0,33.0,47.0,80.0,107.0,74.77
527289,Gribov,189,49.2997393,21.7204595,527289.0,12.0,81.0,93.0,143.0,65.03
527297,Havaj - Гавай,425,49.2584544,21.7933277,527297.0,38.0,137.0,175.0,302.0,57.95
527301,Havranec,15,49.4199925,21.5425011,527301.0,5.0,7.0,12.0,14.0,85.71
527319,Hrabovčík,329,49.2832042,21.5504495,527319.0,31.0,145.0,176.0,238.0,73.95
527327,Hunkovce,328,49.3634626,21.6524589,527327.0,32.0,92.0,124.0,244.0,50.82
527335,Chotča,629,49.2414397,21.6953288,527335.0,84.0,236.0,320.0,495.0,64.65
527343,Jakušovce - Якушівцї,40,49.1570384,21.7530197,527343.0,8.0,13.0,21.0,36.0,58.33
527351,Jurkova Voľa - Юркова Воля,84,49.3177295,21.5026563,527351.0,16.0,39.0,55.0,72.0,76.39
527360,Kapišová,450,49.3442282,21.596191,527360.0,39.0,126.0,165.0,369.0,44.72
527378,Kečkovce,254,49.3946317,21.5148552,527378.0,8.0,60.0,68.0,185.0,36.76
527386,Kolbovce,177,49.1737504,21.7339385,527386.0,5.0,82.0,87.0,140.0,62.14
527394,Korejovce,76,49.3823583,21.640331,527394.0,18.0,34.0,52.0,71.0,73.24
527408,Korunková,76,49.1984201,21.7576939,527408.0,10.0,36.0,46.0,60.0,76.67
527416,Kožuchovce - Кожухівцї,48,49.3244645,21.7031047,527416.0,4.0,37.0,41.0,49.0,83.67
527424,Krajná Bystrá,474,49.3922374,21.6736234,527424.0,18.0,178.0,196.0,327.0,59.94
527432,Krajná Poľana,212,49.3624536,21.6836456,527432.0,11.0,76.0,87.0,163.0,53.37
527441,Krajná Porúbka - Крайня Порубка,35,49.4152521,21.6509531,527441.0,5.0,26.0,31.0,40.0,77.5
527459,Krajné Čierno - Крайнє Чорне,79,49.3442298,21.6737022,527459.0,16.0,34.0,50.0,64.0,78.12
527467,Krišľovce - Кришлівцї,32,49.136838,21.7252452,527467.0,3.0,15.0,18.0,35.0,51.43
527475,Krušinec,238,49.2371499,21.6573716,527475.0,34.0,68.0,102.0,191.0,53.4
527483,Kružlová - Кружлёва,705,49.3639598,21.5770156,527483.0,26.0,166.0,192.0,504.0,38.1
527491,Kurimka - Куримка,386,49.3258563,21.4352365,527491.0,20.0,152.0,172.0,284.0,60.56
527505,Ladomirová,1045,49.3323258,21.6300431,527505.0,50.0,275.0,325.0,781.0,41.61
527513,Lomné,236,49.1066084,21.6280943,527513.0,39.0,87.0,126.0,209.0,60.29
527521,Makovce,144,49.255986,21.748247,527521.0,16.0,69.0,85.0,124.0,68.55
527530,Malá Poľana - Мала Поляна,115,49.2798041,21.8275893,527530.0,16.0,35.0,51.0,86.0,59.3
527548,Matovce,117,49.1466098,21.5376141,527548.0,14.0,49.0,63.0,91.0,69.23
527556,Medvedie - Медведже,44,49.4004835,21.6416554,527556.0,2.0,35.0,37.0,41.0,90.24
527564,Mestisko,447,49.2594466,21.5795705,527564.0,46.0,181.0,227.0,339.0,66.96
527572,Miková - Микова,146,49.3022812,21.827168,527572.0,20.0,45.0,65.0,108.0,60.19
527581,Miňovce,339,49.1298229,21.6580271,527581.0,81.0,117.0,198.0,288.0,68.75
527599,Miroľa - Мироля,56,49.3333523,21.7335176,527599.0,5.0,40.0,45.0,58.0,77.59
527602,Mlynárovce,215,49.2514893,21.5242899,527602.0,17.0,89.0,106.0,183.0,57.92
527611,Mrázovce,81,49.1164666,21.675637,527611.0,14.0,36.0,50.0,72.0,69.44
527629,Nižná Jedľová - Нижня Ядлова,104,49.3379878,21.5615629,527629.0,36.0,36.0,72.0,91.0,79.12
527637,Nižná Olšava,423,49.1462378,21.6313303,527637.0,41.0,148.0,189.0,316.0,59.81
527645,Nižná Pisaná,83,49.3876438,21.6000581,527645.0,9.0,45.0,54.0,74.0,72.97
527653,Nižný Komárnik,178,49.3814416,21.7191679,527653.0,11.0,78.0,89.0,120.0,74.17
527661,Nižný Mirošov,270,49.3592599,21.4709726,527661.0,18.0,88.0,106.0,210.0,50.48
527670,Nižný Orlík,317,49.33026,21.529835,527670.0,48.0,153.0,201.0,268.0,75.0
527688,Nová Polianka,66,49.2906855,21.6192053,527688.0,4.0,30.0,34.0,58.0,58.62
527696,Okrúhle,574,49.1840216,21.5440091,527696.0,81.0,205.0,286.0,468.0,61.11
527700,Oľšavka (SP),191,49.2960549,21.6880435,527700.0,30.0,68.0,98.0,159.0,61.64
527718,Potôčky,70,49.2077218,21.7196734,527718.0,11.0,30.0,41.0,63.0,65.08
527726,Potoky,88,49.2635755,21.6321978,527726.0,0.0,45.0,45.0,78.0,57.69
527734,Príkra,12,49.3631776,21.744475,527734.0,3.0,14.0,17.0,19.0,89.47
527742,Pstriná - Пстрина,56,49.3078633,21.7479192,527742.0,9.0,39.0,48.0,64.0,75.0
527751,Radoma,424,49.1984784,21.5704543,527751.0,74.0,148.0,222.0,343.0,64.72
527769,Rakovčík - Раківчік,136,49.2410296,21.5741657,527769.0,15.0,62.0,77.0,117.0,65.81
527777,Rovné (SK),478,49.2815941,21.5151847,527777.0,37.0,220.0,257.0,381.0,67.45
527785,Roztoky,436,49.3979629,21.4873322,527785.0,9.0,77.0,86.0,286.0,30.07
527793,Kručov,206,49.1178403,21.6038802,527793.0,33.0,101.0,134.0,176.0,76.14
527807,Soboš,144,49.1457722,21.5631107,527807.0,18.0,70.0,88.0,127.0,69.29
527815,Soľník,35,49.2149927,21.745218,527815.0,6.0,18.0,24.0,32.0,75.0
527823,Staškovce,251,49.279143,21.7551322,527823.0,34.0,101.0,135.0,229.0,58.95
527831,Stročín,561,49.2684234,21.6052848,527831.0,42.0,182.0,224.0,428.0,52.34
527840,Stropkov,10067,49.1975064,21.6641199,527840.0,1587.0,2578.0,4165.0,7617.0,54.68
527858,Svidnička,142,49.3856899,21.567226,527858.0,8.0,71.0,79.0,114.0,69.3
527866,Šandal,310,49.1882713,21.6172601,527866.0,41.0,98.0,139.0,246.0,56.5
527874,Šarbov,17,49.4294259,21.6237481,527874.0,0.0,13.0,13.0,15.0,86.67
527882,Šarišský Štiavnik,264,49.2145319,21.5646209,527882.0,27.0,93.0,120.0,200.0,60.0
527891,Šemetkovce,90,49.3150559,21.6665505,527891.0,7.0,36.0,43.0,68.0,63.24
527904,Štefurov,105,49.1870922,21.4969894,527904.0,9.0,45.0,54.0,83.0,65.06
527912,Tisinec,478,49.2217156,21.6436374,527912.0,65.0,195.0,260.0,403.0,64.52
527921,Tokajík,90,49.1104897,21.7045879,527921.0,12.0,46.0,58.0,87.0,66.67
527939,Turany nad Ondavou,348,49.08923,21.6642221,527939.0,81.0,104.0,185.0,294.0,62.93
527947,Vagrinec - Ваґрінець,116,49.3106335,21.6336323,527947.0,5.0,58.0,63.0,95.0,66.32
527955,Valkovce,212,49.1657599,21.521178,527955.0,24.0,91.0,115.0,178.0,64.61
527963,Vápeník - Вапеник,40,49.3964358,21.539241,527963.0,13.0,19.0,32.0,37.0,86.49
527971,Varechovce,138,49.2236269,21.7981019,527971.0,21.0,57.0,78.0,120.0,65.0
527980,Veľkrop,231,49.2356235,21.7519021,527980.0,14.0,81.0,95.0,176.0,53.98
527998,Vislava,201,49.2820632,21.6589132,527998.0,8.0,110.0,118.0,165.0,71.52
528005,Vladiča,65,49.323148,21.7811072,528005.0,12.0,25.0,37.0,67.0,55.22
528013,Vojtovce,98,49.2050753,21.6965788,528013.0,6.0,44.0,50.0,88.0,56.82
528021,Vyškovce - Вышківцї,132,49.2549943,21.6658125,528021.0,17.0,52.0,69.0,119.0,57.98
528030,Vyšná Jedľová - Вышня Ядлова,189,49.3536059,21.5439112,528030.0,18.0,100.0,118.0,157.0,75.16
528048,Vyšná Olšava,641,49.1602196,21.5987258,528048.0,68.0,210.0,278.0,457.0,60.83
528056,Vyšná Pisaná - Вышня Писана,65,49.4144226,21.6022992,528056.0,8.0,43.0,51.0,62.0,82.26
528064,Vyšný Komárnik,80,49.4036005,21.7053101,528064.0,9.0,40.0,49.0,66.0,74.24
528072,Vyšný Mirošov - Вышнїй Мирошів,597,49.39135,21.4513632,528072.0,36.0,173.0,209.0,451.0,46.34
528081,Vyšný Orlík - Вышнїй Верліх,385,49.3462784,21.4957162,528081.0,34.0,153.0,187.0,321.0,58.26
528099,Trebišov,23213,48.6268912,21.734893,528099.0,3105.0,5093.0,8198.0,17146.0,47.81
528102,Bačka - Bacska,627,48.4439057,22.0542003,528102.0,16.0,179.0,195.0,467.0,41.76
528111,Bačkov,711,48.7558218,21.6048165,528111.0,75.0,284.0,359.0,549.0,65.39
528129,Bara - Bári,280,48.4218635,21.7250577,528129.0,31.0,84.0,115.0,234.0,49.15
528137,Beša (MI) - Bés,378,48.5269378,21.9469678,528137.0,18.0,92.0,110.0,306.0,35.95
528145,Biel - Bély,1352,48.4050699,22.0551837,528145.0,97.0,278.0,375.0,1101.0,34.06
528153,Svätá Mária - Bodrogszentmária,532,48.4466147,21.8365305,528153.0,58.0,171.0,229.0,454.0,50.44
528161,Boľ - Boly,734,48.4774023,21.9412321,528161.0,38.0,147.0,185.0,587.0,31.52
528170,Borša - Borsi,1146,48.3964789,21.7017736,528170.0,185.0,339.0,524.0,955.0,54.87
528188,Boťany - Battyán,1193,48.4518862,22.0984504,528188.0,46.0,200.0,246.0,958.0,25.68
528200,Brehov - Imreg,583,48.4900623,21.8074736,528200.0,60.0,122.0,182.0,468.0,38.89
528218,Brezina,653,48.5508245,21.552764,528218.0,97.0,179.0,276.0,528.0,52.27
528226,Byšta,148,48.5242548,21.548842,528226.0,18.0,73.0,91.0,116.0,78.45
528234,Cejkov,1171,48.4630738,21.7607819,528234.0,157.0,393.0,550.0,953.0,57.71
528242,Čeľovce,550,48.6011477,21.62773,528242.0,68.0,143.0,211.0,417.0,50.6
528251,Čerhov,749,48.4625633,21.6454869,528251.0,100.0,172.0,272.0,599.0,45.41
528269,Černochov - Csarnahó,188,48.4431143,21.7269431,528269.0,17.0,66.0,83.0,164.0,50.61
528277,Čičarovce - Csicser,902,48.5360572,22.0113144,528277.0,33.0,227.0,260.0,697.0,37.3
528285,Čierna - Ágcsernyő,444,48.4336463,22.1230039,528285.0,37.0,121.0,158.0,355.0,44.51
528293,Čierna nad Tisou - Tiszacsernyő,3586,48.4182814,22.0866408,528293.0,238.0,538.0,776.0,2745.0,28.27
528307,Čierne Pole,336,48.5814546,22.0718412,528307.0,54.0,88.0,142.0,271.0,52.4
528315,Dargov,607,48.74387,21.564009,528315.0,151.0,194.0,345.0,513.0,67.25
528323,Dobrá - Kisdobra,488,48.4080152,22.027485,528323.0,13.0,106.0,119.0,397.0,29.97
528331,Drahňov - Deregnyő,1578,48.58886,21.9657794,528331.0,54.0,264.0,318.0,1039.0,30.61
528340,Dvorianky,650,48.7245671,21.7131102,528340.0,113.0,245.0,358.0,532.0,67.29
528358,Egreš,461,48.6155517,21.5983901,528358.0,47.0,130.0,177.0,332.0,53.31
528366,Hraň,1586,48.5454788,21.7849677,528366.0,140.0,409.0,549.0,1251.0,43.88
528374,Hrčeľ,1052,48.5202706,21.6902546,528374.0,54.0,156.0,210.0,679.0,30.93
528382,Hriadky,417,48.7000262,21.7105296,528382.0,89.0,112.0,201.0,338.0,59.47
528391,Ižkovce - Iske,91,48.5550878,21.9517601,528391.0,4.0,48.0,52.0,89.0,58.43
528404,Kapušianske Kľačany - Kaposkelecsény,937,48.5103409,22.096317,528404.0,46.0,172.0,218.0,666.0,32.73
528412,Kašov,296,48.4883096,21.7333816,528412.0,29.0,99.0,128.0,231.0,55.41
528421,Kazimír,839,48.5281233,21.5891881,528421.0,121.0,234.0,355.0,675.0,52.59
528439,Kožuchov,184,48.5625496,21.718252,528439.0,19.0,68.0,87.0,151.0,57.62
528447,Kráľovský Chlmec - Királyhelmec,7489,48.4290759,21.9774606,528447.0,527.0,1272.0,1799.0,5872.0,30.64
528455,Kravany (TV),366,48.7645188,21.6365202,528455.0,15.0,121.0,136.0,259.0,52.51
528463,Krišovská Liesková - Mokcsamogyorós,924,48.5880932,22.0285663,528463.0,44.0,186.0,230.0,664.0,34.64
528471,Kuzmice (TV),1704,48.5729644,21.5594327,528471.0,229.0,477.0,706.0,1362.0,51.84
528480,Kysta,388,48.5056301,21.7136962,528480.0,50.0,144.0,194.0,330.0,58.79
528498,Ladmovce - Ladamóc,307,48.4131584,21.7717998,528498.0,27.0,100.0,127.0,264.0,48.11
528501,Lastovce,1250,48.5446429,21.628547,528501.0,60.0,204.0,264.0,842.0,31.35
528510,Leles - Lelesz,1889,48.4755393,22.03557,528510.0,99.0,264.0,363.0,1446.0,25.1
528528,Luhyňa,309,48.4882367,21.6371884,528528.0,36.0,111.0,147.0,240.0,61.25
528536,Malé Ozorovce,525,48.689136,21.5925468,528536.0,76.0,201.0,277.0,434.0,63.82
528544,Malé Trakany - Kistárkány,1124,48.4044897,22.1231799,528544.0,55.0,218.0,273.0,907.0,30.1
528552,Malý Horeš - Kisgéres,1091,48.3963685,21.9462653,528552.0,66.0,210.0,276.0,912.0,30.26
528561,Malý Kamenec - Kiskövesd,438,48.3477138,21.7871941,528561.0,24.0,120.0,144.0,391.0,36.83
528579,Maťovské Vojkovce - Mátyócvajkóc,705,48.5720544,22.1331939,528579.0,25.0,102.0,127.0,519.0,24.47
528587,Michaľany,1744,48.5132081,21.6308794,528587.0,250.0,419.0,669.0,1358.0,49.26
528609,Nižný Žipov,1445,48.5801635,21.628258,528609.0,140.0,264.0,404.0,1076.0,37.55
