IDN4,obec,populace,centroid-lat,centroid-lon,obec_code,Danko,Dubovský,Forró,Harabin,Korčok,Kotleba,Kubiš,Matovič,Náhlik,Pellegrini,Švec,voted,voters,turnout
521523,Kecerovce,3794,48.8241437,21.4066696,521523,0,0,0,26,61,1,8,73,0,63,0,232,2333,9.94
521540,Kecerovský Lipovec,113,48.851024,21.4599522,521540,0,1,0,6,24,0,0,0,0,25,0,56,91,61.54
521558,Kokšov-Bakša,1251,48.6420646,21.3213343,521558,0,2,1,61,279,4,7,11,0,210,0,575,1036,55.5
521566,Komárovce - Komaróc,405,48.5696154,21.1119334,521566,0,0,60,20,28,0,0,2,0,38,1,149,327,45.57
521574,Košická Belá,986,48.8101557,21.0977632,521574,0,1,0,71,211,5,9,6,0,154,0,457,847,53.96
521582,Košická Polianka,1030,48.694261,21.3547104,521582,0,1,0,71,169,1,1,18,0,159,0,420,856,49.07
521591,Košické Oľšany,1348,48.7295367,21.3514504,521591,3,5,1,67,211,3,15,15,0,139,0,459,1046,43.88
521604,Košický Klečenov,296,48.7415882,21.5252878,521604,0,2,0,20,57,0,4,5,1,57,0,146,258,56.59
521612,Kráľovce,1149,48.8058178,21.3357278,521612,1,5,3,48,140,3,8,21,1,121,0,351,947,37.06
521639,Kysak,1469,48.8490095,21.1992811,521639,0,12,1,85,379,5,10,18,0,190,0,700,1177,59.47
521655,Malá Ida,1701,48.6768009,21.1661515,521655,1,8,4,110,538,7,21,20,1,269,0,979,1502,65.18
521663,Malá Lodina,228,48.8718351,21.1003271,521663,0,2,0,32,70,0,2,2,0,43,0,151,231,65.37
521671,Medzev,4107,48.7084469,20.8714408,521671,1,1,6,107,409,12,18,36,0,355,0,945,3102,30.46
521680,Mokrance - Makranc,1367,48.5975862,21.0238658,521680,0,1,84,52,269,6,5,16,0,178,0,611,1238,49.35
521698,Moldava nad Bodvou - Szepsi,10305,48.6037857,20.9934064,521698,1,9,507,231,977,15,22,94,2,773,1,2632,7784,33.81
521701,Mudrovce,65,48.8327628,21.4677182,521701,0,0,0,3,11,1,0,0,0,11,0,26,61,42.62
521728,Nižná Kamenica,624,48.7670797,21.5032594,521728,0,0,0,34,140,1,3,5,0,106,1,290,548,52.92
521736,Nižná Myšľa,1568,48.6300816,21.3594987,521736,1,1,0,86,247,4,9,10,0,182,3,543,1173,46.29
521744,Nižný Čaj,286,48.6700157,21.3918371,521744,0,1,0,9,43,0,2,0,0,60,0,115,233,49.36
521752,Nižný Klátov,878,48.7342854,21.1488895,521752,0,2,1,58,222,3,11,5,2,156,0,460,749,61.42
521761,Nižný Lánec - Alsólánc,447,48.5356785,21.1108687,521761,0,0,53,3,15,0,0,5,0,13,0,89,333,26.73
521779,Turnianska Nová Ves - Tornaújfalu,308,48.5708547,20.8924974,521779,0,0,95,4,18,0,5,1,0,24,0,147,231,63.64
521787,Nováčany,749,48.6968215,21.0639638,521787,0,1,0,40,106,0,6,11,1,98,0,263,612,42.97
521795,Nová Polhora,504,48.8295239,21.3189925,521795,0,1,0,40,106,3,5,7,0,112,0,274,414,66.18
521809,Nový Salaš,221,48.6027614,21.4909759,521809,0,3,0,9,50,0,0,3,0,46,0,111,193,57.51
521817,Obišovce,471,48.8664755,21.2281778,521817,0,1,0,48,116,0,5,8,0,61,0,239,391,61.13
521825,Olšovany,676,48.7112231,21.4008638,521825,0,3,1,41,107,1,2,3,0,111,0,269,517,52.03
521833,Opátka,103,48.785087,21.0441314,521833,0,0,0,13,38,2,3,2,2,16,0,76,115,66.09
521841,Opiná,196,48.8663147,21.4343389,521841,0,0,0,10,17,2,2,0,0,32,0,63,156,40.38
521850,Paňovce,589,48.6489789,21.0662549,521850,0,0,8,39,135,1,1,8,2,98,0,292,505,57.82
521868,Peder - Péder,389,48.5705458,20.9466611,521868,0,0,43,11,19,0,0,1,0,23,1,98,299,32.78
521876,Perín-Chym - Perény - Hím,1532,48.5424183,21.1646044,521876,0,4,82,77,235,5,6,9,0,240,2,660,1295,50.97
521884,Ploské (KS),952,48.8234467,21.3416707,521884,1,0,0,71,151,6,6,3,1,203,1,443,783,56.58
521892,Poproč (KS),2681,48.7316146,20.9752068,521892,1,4,1,212,385,14,23,31,2,499,1,1173,2212,53.03
521906,Rákoš (KS),359,48.6404801,21.4327432,521906,0,2,0,13,66,1,8,7,0,57,0,154,312,49.36
521914,Rankovce,954,48.8159423,21.4844122,521914,0,0,0,12,28,0,3,54,0,33,0,130,640,20.31
521922,Rešica - Reste,335,48.5424454,21.0314185,521922,0,1,69,15,22,0,0,1,0,39,0,147,296,49.66
521931,Rozhanovce,2591,48.7615198,21.3549759,521931,0,14,1,106,624,4,23,25,3,371,0,1171,2048,57.18
521949,Rudník (KS),608,48.701636,21.0193986,521949,0,1,0,50,76,1,7,3,0,117,0,255,523,48.76
521957,Ruskov,1572,48.6822057,21.4549478,521957,0,9,1,107,330,2,5,19,1,271,1,746,1316,56.69
521965,Sady nad Torysou,1964,48.7135598,21.357059,521965,0,2,0,97,322,9,7,18,3,270,1,729,1534,47.52
521973,Seňa,2170,48.5669207,21.2626285,521973,0,6,47,87,342,3,12,26,2,229,0,754,1701,44.33
521981,Skároš,1108,48.591809,21.4169213,521981,0,2,1,63,176,4,12,17,1,150,0,426,885,48.14
522007,Slanec,1489,48.6374647,21.475703,522007,1,1,0,72,189,3,10,11,1,212,1,501,1165,43
522015,Slanská Huta,239,48.5784949,21.4977055,522015,0,0,0,23,63,1,1,7,0,36,0,131,208,62.98
522023,Slanské Nové Mesto,464,48.6562057,21.5265307,522023,0,2,1,28,74,0,5,5,0,111,0,226,387,58.4
522031,Sokoľ,1250,48.8159754,21.1961211,522031,0,4,0,62,310,3,11,13,2,144,0,549,1036,52.99
522040,Svinica,989,48.7237238,21.488796,522040,1,1,1,55,142,3,12,6,0,160,0,381,804,47.39
522066,Šemša,846,48.6791641,21.1246279,522066,2,3,1,52,219,0,8,4,0,157,1,447,798,56.02
522074,Štós,737,48.7092081,20.7905543,522074,1,1,0,24,92,1,6,7,0,86,0,218,589,37.01
522082,Trebejov,206,48.8359629,21.2241555,522082,0,2,0,9,76,0,2,1,0,21,0,111,180,61.67
522091,Trsťany,302,48.7611789,21.3986563,522091,0,1,1,15,72,0,7,3,0,62,0,161,280,57.5
522104,Trstené pri Hornáde,1471,48.5715637,21.3469037,522104,0,1,0,87,197,2,8,20,1,260,0,576,1409,40.88
522121,Vajkovce,941,48.7874968,21.3277629,522121,0,0,3,31,218,0,6,8,0,94,0,360,723,49.79
522139,Valaliky,4475,48.6370919,21.2877163,522139,2,26,3,185,818,0,32,31,3,512,3,1615,3474,46.49
522147,Veľká Ida,3911,48.6052019,21.1383382,522147,0,2,49,78,156,3,9,20,0,234,1,552,2563,21.54
522155,Veľká Lodina,318,48.856366,21.1574252,522155,0,0,0,32,36,0,0,22,0,32,0,122,250,48.8
522163,Vtáčkovce,1243,48.8372837,21.3789048,522163,0,0,0,16,23,0,0,25,0,33,0,97,858,11.31
522171,Vyšná Hutka,508,48.6784198,21.3619658,522171,2,1,0,38,90,0,3,2,0,85,0,221,444,49.77
522180,Vyšná Kamenica,331,48.7869403,21.5038436,522180,0,1,0,28,90,2,2,5,0,53,0,181,306,59.15
522198,Vyšná Myšľa,957,48.6282477,21.3893933,522198,0,5,2,35,211,1,12,15,1,158,0,440,791,55.63
522201,Vyšný Čaj,329,48.6848175,21.3939566,522201,0,1,0,14,80,2,1,3,0,64,0,165,262,62.98
522210,Vyšný Klátov,470,48.7601093,21.1002751,522210,0,0,0,14,126,0,2,2,0,79,0,223,391,57.03
522244,Zlatá Idka,392,48.7576981,21.0067295,522244,0,3,0,47,121,1,7,0,0,60,0,239,326,73.31
522252,Žarnov - Zsarnó,433,48.5789735,20.9179982,522252,0,0,43,12,24,0,0,3,0,90,0,172,356,48.31
522261,Ždaňa,1383,48.5995724,21.3567874,522261,0,8,0,74,224,10,12,28,2,179,1,538,1068,50.37
522279,Michalovce,36704,48.7542808,21.9135892,522279,7,82,8,1690,4700,65,299,260,17,6480,4,13612,29070,46.82
522287,Bajany,463,48.5955697,22.1142185,522287,1,2,3,24,44,0,3,8,0,73,0,158,363,43.53
522295,Bánovce nad Ondavou,697,48.6744382,21.8126846,522295,0,0,0,22,87,2,7,6,0,169,1,294,573,51.31
522309,Baškovce (SO),232,48.7855413,22.1991605,522309,0,0,0,16,33,0,6,2,1,55,0,113,196,57.65
522317,Beňatina,189,48.8012143,22.3364567,522317,0,0,0,11,6,0,1,1,0,65,0,84,148,56.76
522325,Bežovce,970,48.647057,22.1356372,522325,0,4,0,47,50,3,2,12,0,173,0,291,756,38.49
522333,Blatná Polianka,166,48.6885275,22.1048443,522333,0,0,0,10,13,0,2,1,1,67,0,94,150,62.67
522341,Blatné Remety,649,48.7086541,22.0973524,522341,0,0,13,5,13,0,0,11,0,114,0,156,505,30.89
522350,Blatné Revištia,220,48.734524,22.0762441,522350,0,0,0,20,22,2,2,3,0,46,0,95,190,50
522368,Bracovce,931,48.6413674,21.8235369,522368,0,2,1,46,48,0,3,7,0,252,0,359,744,48.25
522376,Budkovce,1498,48.6327009,21.93385,522376,1,1,1,69,109,4,8,6,1,341,0,541,1187,45.58
522384,Bunkovce,392,48.721969,22.118766,522384,0,0,0,14,25,0,1,2,0,50,0,92,273,33.7
522392,Čečehov,385,48.7223591,22.000048,522392,0,0,0,33,40,1,8,0,0,72,0,154,313,49.2
522406,Dúbravka,674,48.6300271,21.8777007,522406,0,4,1,59,60,0,10,0,0,173,0,307,526,58.37
522414,Falkušovce,662,48.6251066,21.8316486,522414,1,3,0,29,34,1,2,3,0,129,1,203,503,40.36
522422,Fekišovce,290,48.7732911,22.0922171,522422,0,0,0,13,24,0,3,1,0,57,1,99,249,39.76
522431,Hatalov,731,48.6568804,21.8919281,522431,0,0,0,31,53,3,6,6,5,173,0,277,575,48.17
522449,Hažín,482,48.7357991,22.0433576,522449,0,0,0,38,55,0,2,2,0,93,0,190,383,49.61
522457,Hlivištia,373,48.8214761,22.2257772,522457,0,5,0,18,19,0,1,2,0,128,0,173,283,61.13
522465,Hnojné,232,48.7836084,22.0650791,522465,0,0,0,9,14,0,3,3,0,37,0,66,201,32.84
522473,Horňa,338,48.7641182,22.2025067,522473,0,0,0,15,50,0,6,3,0,79,0,153,271,56.46
522481,Horovce (MI),872,48.6940144,21.7703188,522481,0,1,0,39,56,2,2,12,0,184,0,296,640,46.25
522490,Husák,176,48.6923765,22.2899765,522490,0,0,0,27,9,0,0,1,0,46,0,83,134,61.94
522503,Choňkovce,502,48.7967756,22.2501899,522503,0,1,0,44,44,2,3,2,0,152,0,248,422,58.77
522511,Iňačovce,825,48.6930112,22.0455808,522511,0,0,0,20,42,1,4,2,0,68,0,137,577,23.74
522520,Inovce,207,48.8233682,22.3591736,522520,0,0,0,9,5,0,1,2,0,79,0,96,161,59.63
522538,Jasenov (SO),286,48.7968206,22.1676436,522538,0,0,0,13,37,1,3,4,0,64,0,122,233,52.36
522546,Jastrabie pri Michalovciach,297,48.7181632,22.0302059,522546,1,1,1,10,32,0,4,3,0,58,0,110,231,47.62
522554,Jenkovce,423,48.6571662,22.2069602,522554,0,0,2,22,17,1,5,3,1,104,0,155,321,48.29
522562,Jovsa,838,48.8232816,22.0943803,522562,1,1,1,54,86,1,10,5,1,186,0,346,678,51.03
522571,Kačanov,506,48.6086491,21.8310622,522571,1,0,0,14,11,0,2,8,0,49,0,85,342,24.85
522589,Kaluža,442,48.8142056,22.004557,522589,0,2,2,25,72,1,4,9,0,90,0,205,370,55.41
522597,Klokočov (MI),409,48.8145726,22.0315039,522597,0,2,0,36,64,2,3,2,1,118,0,228,387,58.91
522601,Kolibabovce,182,48.7164643,22.2505551,522601,0,0,0,9,9,0,1,4,0,34,0,57,135,42.22
522627,Koňuš,332,48.776944,22.2997391,522627,0,0,0,22,15,1,0,4,0,129,0,171,259,66.02
522635,Zemplínske Kopčany,486,48.5916261,21.9093072,522635,0,0,4,9,3,0,0,16,0,34,0,66,319,20.69
522643,Koromľa,414,48.7242504,22.2979047,522643,0,1,0,21,37,1,4,2,0,102,0,168,349,48.14
522651,Krásnovce,640,48.7195775,21.8924206,522651,1,0,0,39,74,0,7,11,0,167,0,299,513,58.28
522660,Krčava,421,48.6838546,22.2507804,522660,0,1,0,28,21,1,5,2,1,115,0,174,344,50.58
522678,Kristy,330,48.6803861,22.1791009,522678,0,0,0,14,17,0,1,1,0,55,0,88,248,35.48
522686,Kusín,345,48.8221278,22.0588274,522686,2,3,0,21,62,8,1,2,1,60,1,161,281,57.3
522694,Lastomír,1248,48.6993645,21.9244656,522694,1,3,0,63,132,1,9,7,0,257,0,473,974,48.56
522708,Laškovce,745,48.6985009,21.8472992,522708,0,0,0,14,24,0,2,38,0,74,0,152,469,32.41
522716,Lekárovce,870,48.6007976,22.1522826,522716,0,0,0,58,39,2,3,2,1,209,0,314,725,43.31
522724,Lesné,451,48.7938829,21.8223608,522724,0,1,1,19,52,0,1,4,0,104,0,182,330,55.15
522732,Ložín,829,48.6602366,21.8274889,522732,0,1,0,32,58,1,5,11,0,148,1,257,658,39.06
522741,Lúčky (MI),603,48.7728928,22.03675,522741,0,1,0,34,34,3,3,2,0,96,0,173,452,38.27
522759,Malčice,1482,48.5673865,21.8333475,522759,1,1,1,40,25,1,3,7,0,141,0,220,1040,21.15
522767,Malé Raškovce - Kisráska,222,48.5787438,21.9077959,522767,0,0,23,15,18,2,0,1,0,42,0,101,194,52.06
522783,Markovce,1058,48.5968966,21.8429045,522783,0,0,0,17,15,0,5,13,0,91,0,141,701,20.11
522791,Moravany,1031,48.736994,21.7935203,522791,1,1,4,35,101,3,13,3,1,178,0,340,846,40.19
522805,Nacina Ves,1808,48.8182395,21.835435,522805,0,6,1,54,126,2,13,24,0,298,0,524,1423,36.82
522813,Nižná Rybnica,410,48.7487085,22.1432068,522813,0,1,0,26,18,1,2,3,1,98,0,150,335,44.78
522821,Nižné Nemecké,329,48.6500768,22.2374927,522821,0,1,0,30,8,0,0,4,0,86,0,129,245,52.65
522830,Orechová,241,48.7074217,22.228287,522830,0,0,0,10,30,0,1,2,1,51,0,95,190,50
522848,Oreské (MI),492,48.8596067,21.9145029,522848,1,0,0,30,60,0,2,9,0,127,0,229,388,59.02
522856,Ostrov (SO),330,48.718253,22.1611343,522856,0,1,1,3,36,3,2,2,1,63,0,112,252,44.44
522864,Palín,865,48.6632624,21.9799642,522864,0,1,1,27,60,4,6,1,0,152,0,252,684,36.84
522872,Pavlovce nad Uhom,4620,48.6183714,22.0515888,522872,1,2,2,54,103,2,6,49,0,348,0,567,3436,16.5
522881,Petrikovce,191,48.5474814,21.8535765,522881,1,0,3,6,14,2,0,0,0,37,0,63,161,39.13
522899,Petrovce (SO),201,48.7119201,22.3331919,522899,0,2,0,15,26,0,1,4,0,50,1,99,169,58.58
522902,Petrovce nad Laborcom,1065,48.7942741,21.8649174,522902,0,2,0,21,100,1,7,7,0,165,0,303,789,38.4
522911,Pinkovce,180,48.6122119,22.1819904,522911,0,1,0,26,23,1,0,2,0,48,0,101,164,61.59
522929,Podhoroď,337,48.8284811,22.2911779,522929,0,1,0,19,16,0,1,4,0,85,0,126,260,48.46
522937,Porostov,198,48.6984471,22.1685366,522937,0,0,2,15,10,1,1,4,0,73,0,106,158,67.09
522945,Poruba pod Vihorlatom,606,48.8526193,22.1422937,522945,0,0,0,34,57,4,0,2,0,175,0,272,492,55.28
522953,Porúbka (SO),407,48.7396463,22.290211,522953,0,0,0,23,34,0,1,1,0,106,1,166,325,51.08
522961,Pozdišovce,1334,48.7360846,21.8460381,522961,0,1,0,56,142,3,14,9,0,277,0,502,1072,46.83
522970,Priekopa,278,48.755901,22.291673,522970,0,0,0,24,27,1,6,6,0,70,0,134,232,57.76
522988,Pusté Čemerné,366,48.844791,21.8096523,522988,1,3,1,22,35,2,6,1,0,99,0,170,297,57.24
522996,Rakovec nad Ondavou,1015,48.7713137,21.7909042,522996,2,4,2,47,78,6,5,0,0,182,1,327,852,38.38
523003,Remetské Hámre,551,48.8810998,22.1812538,523003,0,0,0,24,47,1,4,7,0,181,0,264,498,53.01
523011,Ruská Bystrá,108,48.8560941,22.2924178,523011,1,0,1,8,2,1,2,2,1,27,0,45,90,50
523020,Ruskovce (SO),252,48.773394,22.1594681,523020,0,0,0,18,20,3,6,1,0,77,0,125,203,61.58
523038,Ruský Hrabovec,292,48.8534926,22.3489884,523038,0,0,0,16,19,0,2,2,0,104,1,144,234,61.54
523046,Sejkov,192,48.6897081,22.2163101,523046,0,0,0,5,26,0,3,1,0,53,0,88,148,59.46
523054,Senné (MI),737,48.6678662,22.0381518,523054,0,0,0,15,18,0,3,5,0,144,0,185,602,30.73
523062,Slavkovce,705,48.6066727,21.9118757,523062,1,1,0,20,41,1,3,18,0,58,0,143,499,28.66
523071,Sliepkovce,760,48.6568838,21.9412588,523071,0,4,0,23,60,1,8,7,1,104,0,208,600,34.67
523089,Sobrance,5875,48.7439276,22.1808718,523089,0,23,0,241,464,9,49,57,0,1120,0,1963,4367,44.95
523097,Staré,755,48.8574078,21.8779268,523097,0,1,0,34,87,8,4,5,0,178,0,317,613,51.71
523101,Strážske,4277,48.87634,21.824722,523101,1,10,1,225,420,9,16,39,3,751,1,1476,3415,43.22
523119,Stretava,699,48.6403801,21.9967978,523119,1,1,0,20,37,1,2,4,0,70,0,136,538,25.28
523127,Stretavka,156,48.6166597,21.9864518,523127,0,0,0,15,15,1,5,0,0,33,1,70,137,51.09
523135,Suché,407,48.7700615,21.8376877,523135,0,1,0,40,54,1,1,1,0,106,0,204,350,58.29
523143,Svätuš,105,48.6839598,22.1389125,523143,0,0,0,10,8,0,0,2,0,35,0,55,87,63.22
523151,Šamudovce,620,48.7060944,21.8784445,523151,0,3,1,21,43,1,3,7,0,75,0,154,450,34.22
523160,Tašuľa,199,48.6646161,22.1583235,523160,0,0,0,4,24,0,0,3,0,38,0,69,171,40.35
523178,Tibava,536,48.7362543,22.2129871,523178,0,0,1,36,39,0,5,0,0,125,0,206,418,49.28
523186,Trhovište,2090,48.6994602,21.8074822,523186,0,2,1,45,60,1,8,2,0,294,1,414,1398,29.61
523194,Trnava pri Laborci,586,48.8271212,21.9301181,523194,0,2,0,44,76,3,10,4,1,146,0,286,492,58.13
523208,Tušice,668,48.7291788,21.7444258,523208,0,0,0,35,49,0,6,3,1,170,0,264,538,49.07
523216,Tušická Nová Ves,524,48.7165888,21.7534131,523216,0,1,0,23,56,2,2,6,0,147,0,237,429,55.24
523224,Úbrež,1022,48.7891543,22.1220238,523224,0,3,1,16,43,0,1,8,0,81,0,153,627,24.4
523232,Veľké Revištia,503,48.7483071,22.1027454,523232,0,6,2,33,47,1,5,7,0,144,0,245,397,61.71
523241,Zalužice,1186,48.7582103,21.9890745,523241,0,3,0,64,179,0,10,9,1,235,0,501,933,53.7
523259,Vinné,1965,48.8081302,21.9681154,523259,0,7,0,113,367,3,22,14,2,374,0,902,1677,53.79
523267,Vojnatina,246,48.7344484,22.2344868,523267,0,0,0,12,21,0,0,2,0,69,0,104,192,54.17
523275,Voľa,261,48.8421124,21.8436368,523275,0,0,0,27,13,0,0,0,1,77,0,118,208,56.73
523283,Vrbnica,1194,48.6865814,21.878065,523283,0,1,0,23,15,0,1,52,0,82,1,175,747,23.43
523291,Vysoká nad Uhom,786,48.6301843,22.0986288,523291,1,4,0,31,51,1,5,1,1,163,0,258,637,40.5
523305,Vyšná Rybnica,389,48.8690228,22.2144112,523305,0,0,0,32,26,0,1,2,0,96,0,157,316,49.68
523313,Vyšné Nemecké,238,48.65993,22.2638503,523313,0,0,0,6,9,0,2,3,0,63,0,83,168,49.4
523321,Vyšné Remety,403,48.8240474,22.1603111,523321,1,0,1,31,29,1,1,2,0,132,0,198,327,60.55
523330,Záhor,656,48.6284242,22.2027136,523330,0,1,0,28,32,0,1,1,0,130,0,193,500,38.6
523348,Závadka (MI),456,48.760762,22.0683558,523348,0,0,0,25,27,3,0,1,1,98,0,155,335,46.27
523356,Zbudza,535,48.8155141,21.8982139,523356,0,2,1,33,56,3,2,11,2,96,0,206,417,49.4
523364,Zemplínska Široká,982,48.6969561,21.9732746,523364,0,0,0,57,87,2,1,9,2,202,0,360,833,43.22
523372,Žbince,1022,48.6742164,21.8946707,523372,0,2,0,34,25,2,5,7,0,154,0,229,744,30.78
523381,Poprad,49855,49.0630238,20.2948739,523381,11,180,28,2826,10294,97,407,446,38,6493,12,20832,39851,52.27
523399,Abrahámovce (KK),250,49.0428979,20.453029,523399,0,0,0,27,52,0,0,1,0,28,0,108,216,50
523402,Batizovce,2457,49.0789929,20.1856692,523402,1,8,0,154,449,4,38,26,1,240,0,921,1899,48.5
523411,Bušovce,304,49.2196491,20.4781876,523411,0,1,0,26,33,0,4,7,0,58,0,129,251,51.39
523429,Červený Kláštor,219,49.3938741,20.4125761,523429,0,1,0,26,54,0,0,5,0,61,0,147,204,72.06
523437,Gánovce,1404,49.0253477,20.3138316,523437,1,5,0,70,255,3,11,18,2,192,3,560,1107,50.59
523445,Gerlachov (PP),835,49.0989351,20.2074209,523445,0,2,0,38,152,2,11,7,0,73,0,285,696,40.95
523461,Havka,45,49.3418617,20.4052751,523461,0,0,0,6,6,0,0,0,0,8,0,20,36,55.56
523470,Holumnica,925,49.2211284,20.5455525,523470,0,0,0,23,32,0,1,10,0,64,0,130,700,18.57
523488,Hôrka,2108,49.0241378,20.3893037,523488,0,6,0,186,363,9,15,10,1,318,0,908,1632,55.64
523496,Hozelec,766,49.0281065,20.3405246,523496,0,0,0,40,132,1,7,13,0,131,0,324,615,52.68
523500,Hradisko,96,49.0573417,20.5292585,523500,0,0,0,2,26,0,1,3,0,9,0,41,78,52.56
523518,Hranovnica,3167,48.9746923,20.2905494,523518,1,2,0,188,256,4,8,17,1,200,1,678,2216,30.6
523526,Huncovce,3055,49.1266107,20.3726144,523526,0,4,1,97,296,4,11,32,1,199,0,645,1999,32.27
523534,Ihľany,1564,49.178892,20.566801,523534,0,6,1,22,50,3,3,27,0,55,0,167,1066,15.67
523542,Jánovce (PP),1647,49.0203879,20.4302134,523542,1,4,0,80,152,3,7,11,0,83,0,341,1080,31.57
523569,Jezersko,76,49.2925414,20.3380163,523569,1,0,0,7,26,0,6,0,0,22,0,62,86,72.09
523577,Jurské,1372,49.2047782,20.5411169,523577,1,1,0,1,4,0,0,11,0,12,0,30,879,3.41
523585,Kežmarok,15552,49.1495122,20.4342167,523585,3,66,5,925,2992,29,179,142,9,1997,5,6352,12302,51.63
523593,Kravany (PP),897,48.9717019,20.1911239,523593,1,4,0,66,148,1,1,19,0,100,0,340,715,47.55
523607,Krížová Ves,2281,49.1881326,20.4968759,523607,0,0,0,23,140,2,3,59,0,75,3,305,1495,20.4
523615,Lechnica,252,49.3752054,20.4142981,523615,1,1,0,12,47,1,2,1,0,33,0,98,196,50
523623,Lendak,5409,49.2503261,20.3477314,523623,1,22,0,347,830,18,24,249,3,370,2,1866,3875,48.15
523631,Liptovská Teplička,2405,48.9501483,20.0679242,523631,1,7,0,89,229,4,19,17,2,307,0,675,1777,37.99
523658,Lučivná,941,49.0499419,20.1422102,523658,1,2,0,59,139,1,6,12,0,96,0,316,784,40.31
523674,Majere,114,49.3985296,20.3766034,523674,0,0,0,16,15,0,0,2,1,19,0,53,98,54.08
523682,Ľubica,4476,49.1344621,20.5273734,523682,0,13,0,516,595,7,34,44,0,374,1,1584,3285,48.22
523712,Matiašovce,809,49.3487687,20.3576783,523712,0,3,1,42,94,1,3,3,1,122,0,270,590,45.76
523721,Mengusovce,685,49.0768764,20.1264407,523721,0,3,0,29,114,0,5,11,0,66,0,228,526,43.35
523739,Mlynčeky,679,49.1701147,20.3961408,523739,0,1,0,59,166,1,8,5,0,73,0,313,551,56.81
523747,Mlynica,627,49.1063491,20.3020285,523747,0,5,0,65,167,1,7,9,0,119,0,373,556,67.09
523763,Nová Lesná,1657,49.1261457,20.2648292,523763,0,7,1,109,293,3,18,11,0,213,0,655,1394,46.99
523771,Osturňa,290,49.3180142,20.2332398,523771,0,5,0,37,30,0,5,0,0,65,0,142,253,56.13
523780,Podhorany (KK),2705,49.2427164,20.4742674,523780,0,3,0,29,52,2,0,44,0,75,0,205,1466,13.98
523798,Rakúsy,3177,49.1907179,20.3783179,523798,0,3,0,58,97,3,6,15,0,120,0,302,1948,15.5
523801,Reľov,333,49.2892946,20.3825922,523801,0,0,0,38,42,0,5,2,0,36,0,123,277,44.4
523810,Slovenská Ves,1879,49.2518225,20.4169617,523810,0,10,0,94,261,0,17,20,0,150,0,552,1419,38.9
523828,Spišská Belá,6646,49.1971165,20.4291085,523828,1,24,1,374,1132,12,39,67,2,763,1,2416,5108,47.3
523836,Spišská Stará Ves,2202,49.3812731,20.3552315,523836,3,4,0,107,270,9,21,33,1,306,0,754,1632,46.2
523844,Spišská Teplica,2253,49.0352735,20.2147302,523844,0,15,1,140,440,8,29,20,0,304,0,957,1802,53.11
523852,Spišské Bystré,2479,48.9767502,20.2345675,523852,4,10,0,151,472,8,13,17,1,341,0,1017,1936,52.53
523861,Spišské Hanušovce,781,49.3200977,20.3465546,523861,0,11,0,29,127,0,3,7,0,106,0,283,557,50.81
523879,Spišský Štiavnik,2698,48.9877294,20.3517533,523879,1,6,1,87,288,14,14,128,0,195,0,734,1844,39.8
523887,Stará Lesná,971,49.1356443,20.3045696,523887,2,0,0,57,148,1,7,5,0,115,0,335,826,40.56
523909,Stráne pod Tatrami,2289,49.161874,20.3699375,523909,1,0,1,12,39,1,1,25,0,54,0,134,1301,10.3
523925,Svit,7743,49.0594745,20.1965161,523925,2,24,4,464,1601,26,70,60,3,1129,3,3386,6269,54.01
523933,Štrba,3415,49.0814598,20.0557278,523933,1,16,7,210,990,9,60,36,2,750,1,2082,3375,61.69
523950,Švábovce,1589,49.0291347,20.3612707,523950,0,3,0,48,238,1,11,13,0,173,2,489,1152,42.45
523976,Toporec,1988,49.2835746,20.4752941,523976,0,3,0,39,104,3,2,13,0,118,0,282,1478,19.08
523984,Tvarožná,729,49.0904128,20.5172126,523984,0,2,1,77,111,0,5,2,1,94,0,293,585,50.09
523992,Veľká Franková,340,49.3326891,20.2960417,523992,0,4,1,38,53,2,1,1,1,62,0,163,290,56.21
524000,Veľká Lomnica,5120,49.1176826,20.3465934,524000,1,6,0,168,576,3,34,63,1,363,2,1217,3412,35.67
524018,Veľký Slavkov,1477,49.1001256,20.2670982,524018,0,4,0,99,189,2,4,13,0,162,1,474,1169,40.55
524026,Vernár,572,48.9113446,20.262145,524026,0,0,0,62,102,0,3,9,0,115,0,291,458,63.54
524034,Vikartovce,1856,48.9673777,20.1440815,524034,2,2,0,144,197,1,1,10,2,271,2,632,1454,43.47
524042,Vlková,855,49.0576958,20.4348823,524042,1,0,0,93,171,2,5,6,1,84,0,363,684,53.07
524051,Vlkovce,477,49.0533255,20.5014911,524051,1,2,0,27,131,1,6,7,0,45,0,220,363,60.61
524069,Vojňany,307,49.2561154,20.4424273,524069,0,1,0,23,69,0,1,12,0,34,2,142,243,58.44
524077,Vrbov,1534,49.0876321,20.4355329,524077,1,2,0,94,193,1,16,14,0,125,1,447,1083,41.27
524085,Výborná,1316,49.2426543,20.388113,524085,1,1,1,16,27,0,0,35,0,43,1,125,814,15.36
524093,Vydrník,1288,49.0006501,20.4086436,524093,0,0,0,44,96,3,0,19,0,63,1,226,890,25.39
524107,Šuňava,1957,49.0204436,20.0964216,524107,0,12,1,130,296,7,5,12,3,314,0,780,1535,50.81
524115,Zálesie (KK),84,49.3195732,20.3895023,524115,0,0,0,7,14,0,0,0,0,29,0,50,66,75.76
524123,Žakovce,873,49.0716019,20.3898241,524123,0,1,1,89,111,4,12,9,0,173,0,400,724,55.25
